target_id	length	eff_length	est_counts	tpm
NM_001012752	3754	2918.23	197.595	4.22273
NM_001178116	3814	2981.06	44.7672	0.936542
NM_001178119	3766	2930.15	14.3	0.304358
NM_001178120	3679	2870.86	0	0
NM_001178121	3664	2830.38	479.26	10.56
NM_001178122	3592	2760.9	31.6194	0.714234
NM_001178123	3505	2702.76	0	0
NM_001178124	3490	2661.26	877.535	20.5643
NM_001178125	3313	2528.21	0	0
NM_005470	3850	3015.08	1.9134	0.0395771
NM_001282925	6764	5817.61	0	0
NM_001282926	6746	5804.25	33.2171	0.356905
NM_001282927	6239	5185.2	239.186	2.87679
NM_001282932	6760	5783.62	0	0
NM_005759	6650	5686.71	951.084	10.4303
NM_001135186	2216	2164.65	20.8556	0.600859
NM_016428	2234	2188.31	2214.38	63.1076
NM_015429	4598	3851.58	5	0.0809595
NM_005157	5513	5814.01	1241.42	13.3162
NM_007313	6006	6289.11	1466.58	14.543
NM_001136000	11756	10464.8	51.9293	0.309469
NM_001136001	2265	1977.29	4.77777	0.150692
NM_001168236	12289	11137.1	84.3876	0.472545
NM_001168237	12043	10892.8	82.3609	0.471541
NM_001168238	11980	10830.5	54.2454	0.312358
NM_001168239	11693	10402.3	128.802	0.772199
NM_005158	12065	10771.5	81.8626	0.473965
NM_007314	12352	11199.5	126.392	0.703815
NM_001003407	7734	7079.67	78.6205	0.692564
NM_001003408	7818	7176.38	0	0
NM_002313	7711	7057.27	0	0
NM_006720	6964	6271.59	831.416	8.26757
NM_001130083	3886	3945.3	0	0
NM_001130084	3784	3923.38	0	0
NM_001130085	3667	3787.82	3.87834	0.0638547
NM_001130086	3628	3687.62	0	0
NM_001130087	3544	3600.36	0	0
NM_001130088	2702	2699.15	3.12166	0.0721266
NM_001286688	3148	2974.31	0	0
NM_032432	3514	3557.83	0	0
NM_014945	4460	4238.92	1	0.0147124
NM_020469	1704	1574.13	2	0.079237
NM_001092	5188	5342.66	1794.86	20.9512
NM_001159746	5729	5965.98	1329.25	13.8952
NM_001256847	3720	3762.76	0	0
NM_001282149	4900	5059.4	24.3504	0.300154
NM_021962	5514	5786.21	518.539	5.58888
NM_139166	2879	2290.69	4.00471	0.109029
NM_021243	970	603.19	1449	149.814
NM_013375	2388	2062.58	1129	34.1365
NM_032548	2112	2076.57	0	0
NM_172027	2101	2062.74	153.722	4.64761
NR_033429	2066	2023.66	21.2779	0.655736
NM_145804	5028	5417.14	456	5.24967
NR_110249	1871	1398.4	1.02801	0.045846
NR_110250	1921	1435.85	0	0
NM_001130410	1665	1522.81	80.1466	3.2823
NM_001607	1944	1808.08	1256.6	43.3427
NR_024024	2069	1940.67	280.252	9.00605
NM_006111	2059	1729.25	2055	74.1124
NM_198834	10114	9508.03	436.532	2.86328
NM_198836	9681	9018.68	2104.3	14.5513
NM_198837	9751	9045.66	0	0
NM_198838	9862	9167.22	166.951	1.13576
NM_198839	10788	10163.7	123.28	0.756449
NM_001093	9374	9706.91	68.3122	0.438889
NM_001136538	4232	4129.62	208.367	3.1467
NM_025247	4139	4033.75	433.633	6.70426
NM_032169	3681	3235.31	774.771	14.9346
NM_014384	2326	2018.11	554	17.1199
NM_014049	2700	2561.75	1285.12	31.2855
NR_033426	2876	2768.41	170.882	3.84949
NM_001608	2615	2441.31	0	0
NM_000016	2747	2253.82	2826.31	78.2055
NM_001127328	2759	2263.15	30.5745	0.842526
NM_001286042	2659	2168.92	71.8242	2.06521
NM_001286043	2846	2341.71	51.7807	1.37902
NM_001286044	2477	2011.15	5.5096	0.170849
NM_000017	2042	2057.01	781	23.6783
NM_001609	6066	5019.64	1241.12	15.4198
NM_000018	2417	2339.4	4595.84	122.517
NM_001033859	2351	2259.47	181.408	5.0071
NM_001270447	2353	2232.49	39.798	1.11175
NM_001270448	2492	2429.11	267.898	6.87796
NM_001135	8668	8912.27	2	0.0139952
NM_013227	8965	9086.39	0	0
NM_014716	2633	2635.98	3251	76.9151
NM_012287	7295	6054.99	2564.62	26.4148
NM_030649	3884	4357.41	578	8.27249
NM_000019	2259	1719.28	1939	70.3346
NM_005891	1676	1282.72	2814.85	136.855
NM_022735	3690	3112.44	1372	27.491
NM_001135704	2155	2058.15	0	0
NM_001135705	1992	1930.74	8.78185	0.283661
NM_001135706	2030	1967.16	99.5808	3.15698
NM_001135707	1625	1473.61	59.6164	2.52302
NM_024722	2146	2086.9	57.1273	1.70718
NM_001042473	3985	3230.68	515.619	9.95342
NM_001271512	4299	3625.02	176.304	3.03311
NM_145698	4110	3386.3	298.48	5.49702
NR_024150	3864	3152.63	0	0
NR_073195	3854	3140.16	0	0
NR_073196	3974	3339.06	17.0338	0.318146
NR_073197	4178	3536.4	0	0
NM_032360	1741	1593.78	1414	55.3298
NM_001039844	3495	2803.95	93.1319	2.07141
NM_001127219	2002	1798.1	90.4466	3.137
NM_032592	2298	2164.36	159.553	4.59741
NM_001031854	1945	1771.31	0	0
NM_001082486	2191	2201.47	814.588	23.0761
NM_001082487	2143	2101.31	0	0
NM_022914	2182	2196.68	11.412	0.32399
NM_000789	5094	5359.19	3	0.0349108
NM_001178057	3266	3092.31	0	0
NM_152830	3389	3215.31	0	0
NM_021804	3632	3458.31	0	0
NM_133492	1213	975.371	1	0.0639392
NM_001010887	2977	2567.71	184	4.46899
NM_018367	4512	3588.19	363.194	6.31247
NM_000665	2329	2425.64	51.8694	1.33359
NM_001282449	2116	2168.42	27.9327	0.803355
NM_015831	3082	3288.54	218.198	4.13794
NM_001164814	5023	5076.67	1369.26	16.8207
NM_001164815	4942	4992.65	1740.59	21.7422
NM_001164816	2581	2524.01	927.792	22.9243
NM_001164817	2643	2582.91	927.552	22.3957
NM_014977	5062	5126.37	254.387	3.09472
NM_001122951	1367	1102.14	50.4013	2.85196
NM_002036	2133	1868.48	80.5987	2.69016
NM_001296	3085	2782.81	36.5014	0.818019
NM_020311	2225	1925.71	868	28.1104
NM_016557	2465	1828.54	0	0
NM_178445	2630	1940.73	13	0.417749
NM_001096	4478	4287.46	8889.76	129.308
NM_198830	4448	4257.68	1344.24	19.6898
NM_138326	1375	1071	1	0.0582302
NM_020186	2182	1843.87	331	11.1953
NM_001278352	3745	3361.23	0	0
NM_002197	3673	3292.71	703	13.3149
NM_001098	2866	2774.98	6237.33	140.177
NM_001037161	1728	1658.64	76.0399	2.85908
NM_015547	2140	2084.8	19.8658	0.594265
NM_147161	3306	3314.46	1.47897	0.027828
NM_130767	2114	1940.31	0	0
NM_001160094	4518	3761.31	40.6603	0.674168
NM_018473	4229	3512.24	951.071	16.8875
NM_006821	1904	1831.34	583.691	19.877
NR_046028	1708	1397.66	24.2694	1.08292
NM_152331	1757	1649.12	99	3.74387
NM_001037162	1129	763.151	3	0.245159
NM_007274	1930	1956.57	985.469	31.4113
NM_181864	1750	1591.03	0	0
NM_181865	1555	1405.23	0	0
NM_181866	1539	1379.73	1423.49	64.3422
NM_005469	1296	1093.72	420.932	24.0018
NM_001033583	1825	1474.01	275.717	11.6654
NM_001037171	1852	1491.62	626.283	26.1849
NM_001185039	7883	7151.42	83.7947	0.730738
NM_004035	7709	6934.81	1251.76	11.257
NM_007292	7709	6917.92	159.344	1.43647
NM_003500	2434	2260.31	0	0
NM_001101667	2931	2869.49	101.007	2.19525
NM_003501	2999	2951.56	808.993	17.0935
NM_001142807	2498	2426.84	162	4.16304
NM_001040649	783	508.586	45.2691	5.55105
NM_004300	1676	1246.06	1693.75	84.7715
NM_007099	1676	1236.3	93.7954	4.73145
NR_024080	1705	1271.28	62.1805	3.05037
NM_001131064	855	633.218	2.59509	0.255585
NM_001610	2328	2210.12	439.376	12.3982
NM_001111034	1733	1570.21	132.327	5.25568
NM_001111035	1756	1617.63	220.958	8.51858
NM_001111036	1683	1525.63	147.391	6.02504
NM_001611	1599	1408.36	2.32399	0.10291
NM_016361	1933	1758.42	149	5.28446
NM_001099	3344	2749.69	18.3245	0.415608
NM_001134194	1952	1566.45	6.45873	0.257138
NM_001292037	3245	2657.08	3.38651	0.0794851
NM_033068	1472	1406.82	5	0.22165
NM_001097	1495	1321.31	0	0
NM_032489	2011	1812.46	17	0.58495
NM_052957	3303	3050.11	48	0.981438
NM_001612	1300	944.59	4.6855	0.309349
NM_020069	1243	1069.31	0	0
NM_020107	1135	788.55	0	0
NM_020108	1090	742.992	7.3145	0.613957
NM_001199377	3093	2991.12	18.9926	0.395994
NM_015162	3105	3007.72	0.00738865	0.000153202
NM_001289177	2914	2506.06	0	0
NM_001289178	2860	2450.66	0	0
NM_001289179	2821	2403.73	0	0
NM_001289180	2624	2231.29	6	0.1677
NM_030924	2905	2496.39	0	0
NM_001288968	2445	2273.02	10.5843	0.290399
NM_001288969	2331	2122.16	0	0
NM_001288970	2241	2024.19	0	0
NM_001288971	2045	1820.96	0	0
NM_001288972	2287	2074.17	0	0
NM_025149	2370	2194.2	161.416	4.58781
NR_110232	1003	732.988	0	0
NM_001127214	3703	3855.83	130.257	2.10679
NM_001243279	3876	4060.92	122.687	1.88413
NM_001284316	3013	2973.36	0	0
NM_174917	3872	4059.16	82.9058	1.27375
NR_045667	2621	2599.9	6.91798	0.165943
NR_104293	3929	4115.36	452.232	6.85315
NM_001286708	3884	3446.89	184.796	3.34351
NM_001286710	4046	3609.6	70.992	1.22656
NM_001286711	3881	3497.93	89.9263	1.60329
NM_001286712	4229	3769.88	0	0
NM_001995	3983	3597.81	2814.29	48.7828
NM_004457	4486	3668.34	536.277	9.11709
NM_203372	4379	3560.24	787.723	13.7985
NM_004458	5148	4178.5	3531.07	52.7016
NM_022977	5460	4443.59	763.929	10.7215
NM_016234	3479	2956.35	2089.28	44.0736
NM_203379	3340	2795.37	0	0
NM_203380	3506	2963.24	92.7153	1.95129
NM_001009185	6663	5720.85	0	0
NM_001205247	6558	5583.54	0	0
NM_001205248	6650	5701.99	0	0
NM_001205250	6660	5711.07	0	0
NM_001205251	6425	5439.32	26.6997	0.306124
NM_015256	6663	5719.08	0	0
NM_052956	2176	2002.31	0	0
NM_001010845	3089	2915.31	0	0
NM_001105069	2531	2357.31	0	0
NM_182617	2566	2392.31	0	0
NM_005622	2258	1790.13	390.19	13.5934
NM_202000	1694	1304.96	0	0
NM_001080454	1868	1568.55	2	0.0795188
NM_017888	2544	2370.31	0	0
NM_001252675	3801	3696.82	65.0877	1.09801
NM_001252676	3634	3400.14	0	0
NM_001252677	2563	2419.66	0	0
NM_032501	3807	3703.88	1227.91	20.6751
NM_001076552	3143	2870.91	0	0
NM_001242393	2980	2643.96	14.6697	0.346022
NM_018677	3104	2859.34	159.33	3.47512
NM_024560	3158	2661.77	5.04459	0.118193
NM_001100	1617	1544.8	12.0036	0.484593
NM_001141945	1883	1719.02	449.661	16.3133
NM_001613	1524	1244.98	93.3392	4.67563
NM_001101	1937	1753	607744	21621
NM_001017992	2919	2745.31	0	0
NM_005159	3818	3248.1	4.00018	0.0768045
NM_001199954	2230	2161.17	1098.3	31.6934
NM_001614	2111	1986.88	108019	3390.52
NR_037688	1962	1849.25	160.421	5.41007
NR_024438	2108	1728.64	11.0004	0.396863
NM_001199893	1327	1046.65	14	0.834186
NM_001615	1456	1156.95	0	0
NM_001024675	2153	2334.12	35	0.935153
NM_004301	1983	1518.74	1343.64	55.174
NM_177989	1839	1360.87	554.54	25.4128
NM_178042	2031	1586.22	7.82318	0.307579
NM_016188	1656	1482.31	0	0
NM_006687	1653	1479.31	0	0
NM_006686	1532	1358.31	0	0
NM_030812	1986	1812.31	0	0
NM_178525	1559	1385.31	0	0
NM_001102	3850	3883.3	1303.06	20.9266
NM_001130004	3916	3948.24	18.2009	0.287492
NM_001130005	3835	3798.47	0	0
NR_073422	724	550.309	0	0
NM_001103	5038	4727.98	0.0108291	0.000142842
NM_001278343	5038	4709.71	1.98917	0.02634
NM_001278344	5235	4877.21	0	0
NM_001104	3064	3146.19	1.5	0.0297333
NM_001258371	3212	3038.31	0	0
NR_047663	3064	3146.19	1.5	0.0297333
NM_004924	4079	4279.98	9823.7	143.143
NM_018477	2566	1995.51	648.987	20.2824
NM_005736	2998	2798.03	3134	69.8528
NM_005735	2383	2300.16	1926	52.2197
NM_001005386	4062	3297.57	0	0
NM_005722	4047	3256.61	16412	314.292
NM_001277140	5616	4376.13	54.3927	0.775153
NM_005721	5825	4647.18	13944.6	187.135
NR_102318	5700	4596.29	0	0
NM_001040135	2132	1799.53	14.8695	0.515317
NM_020445	2342	2039.81	368.935	11.2797
NR_073000	2286	1988.28	40.5808	1.27286
NR_073001	2217	1933.17	15.7103	0.506818
NR_027714	1463	1289.31	0	0
NR_045000	1770	1596.31	0	0
NM_001164458	1406	1098.52	80.9048	4.59307
NM_001164459	1344	988.019	0	0
NM_024855	2604	2412.24	355	9.17794
NM_022496	2590	2088.39	95.0554	2.83859
NR_048568	2041	1502.65	137.575	5.7098
NR_048569	1913	1363.81	324.056	14.8185
NM_022899	3753	3221.89	1066	20.634
NM_138289	1567	1393.31	0	0
NM_080431	1547	1373.31	0	0
NM_032487	2128	1842.08	14	0.473975
NM_001105	3170	2701.34	0	0
NM_001111067	2989	2532.7	22	0.541721
NM_004302	4689	4480.81	66	0.918597
NM_020327	4641	4396.13	5.14336e-07	7.29648e-09
NM_020328	4812	4598.66	0	0
NM_001111031	8886	7083.46	8.47517e-05	7.46174e-07
NM_001111032	8761	7030.51	9.99992	0.0887047
NM_001111033	8530	6898.92	0	0
NM_145259	9001	7268.96	0	0
NM_001278579	5489	4453.54	12.3064	0.172331
NM_001278580	5292	4279.7	0	0
NM_001616	5378	4279.46	15.8304	0.230696
NM_001106	11498	10342.3	216.219	1.30381
NR_028389	2642	2248.72	17.5474	0.486647
NM_000020	4388	4341.18	0	0
NM_001077401	4251	4203.28	27.2255	0.403948
NM_000666	1803	1673.48	495.627	18.4702
NM_001198895	1798	1634.64	0	0
NM_001198896	1587	1414.24	0	0
NM_001198897	1608	1434.72	0	0
NM_001198898	1698	1557.38	19.3734	0.775796
NM_080658	1425	1283.12	50	2.43019
NM_001107	732	381.273	160.861	26.3119
NM_203488	811	454.91	18.1388	2.48668
NM_138448	1347	1011.78	56	3.45176
NM_000022	1657	1441.63	3130	135.403
NM_001159285	2030	1856.31	0	0
NM_001159295	2127	1953.31	0	0
NM_139243	2141	1967.31	0	0
NM_001145400	2183	2009.31	0	0
NM_139174	2429	2255.31	0	0
NM_001012969	2060	1671.18	76.9932	2.87321
NM_001159280	4614	3947.19	280.919	4.43843
NM_001110	5159	4284.77	2508	36.5037
NM_002390	4527	4643.66	5	0.0671501
NM_001288973	8153	7562.41	3.95722	0.0326337
NM_001288974	3542	3368.31	0	0
NM_001288975	3536	3362.31	0	0
NM_003474	8162	7569.3	1.04278	0.00859162
NM_021641	3545	3371.31	0	0
NM_001261464	2989	2986.53	60.7559	1.2687
NM_001261465	2961	2960.74	0	0
NM_001261466	2351	2246.72	4.38809	0.121805
NM_003815	2959	2957.07	216.618	4.56846
NM_207191	2889	2873.4	219.766	4.76982
NM_207194	3034	3047.66	163.297	3.34155
NM_207195	3031	3050.46	0	0
NM_207196	3103	3137.52	44.7221	0.888942
NM_207197	3106	3141.4	0.00401375	7.96827e-05
NR_048577	3245	3287.41	96.436	1.82946
NR_048578	3248	3291.29	0.0133637	0.00025322
NR_048579	3173	3130.98	0	0
NM_003183	3678	3139.96	581.847	11.5564
NM_001190956	1571	1035.8	1	0.0602091
NM_014237	2524	2350.31	0	0
NM_033274	6654	6587.26	1753	16.5964
NR_036636	2965	2461.65	108	2.73612
NM_001278113	2739	2565.31	0	0
NM_001278114	2607	2433.31	0	0
NM_001464	2796	2622.31	0	0
NM_003814	2917	2303.32	1	0.0270759
NR_037933	3161	2593.21	4	0.0961964
NM_003813	2789	2254.35	4	0.110656
NR_003951	2174	1702.11	2	0.073279
NM_004194	3005	2640.58	6.64544	0.15695
NM_016351	9351	7994.69	450.185	3.51177
NM_021721	2897	2536.67	160.155	3.93744
NM_021722	9438	8056.75	21.7546	0.168395
NM_021723	9459	8098.6	44.2594	0.340826
NM_003812	6350	5605.54	13	0.144632
NM_014265	3345	3171.31	0	0
NM_021777	2233	2059.31	0	0
NM_001130703	3369	2746.49	0	0
NM_001130704	3344	2724.29	0	0
NM_001130705	3263	2653.08	0	0
NM_001278125	3511	2870.57	0	0
NM_001278126	3504	2869.23	0	0
NM_001278127	3074	2469.37	1	0.0252552
NM_014269	3450	2817.7	0	0
NM_021794	3117	2943.31	0	0
NM_145004	2852	2678.31	0	0
NM_001282447	3681	3922.39	0	0
NM_025220	3684	3926.8	0	0
NM_153202	3606	3832.62	9.03239	0.146975
NR_001569	2550	2376.31	0	0
NR_024106	2645	2471.31	0	0
NR_024107	2796	2622.31	0	0
NR_073423	2893	2719.31	0	0
NR_001448	1830	1656.31	0	0
NR_002224	1968	1794.31	0	0
NM_003817	3521	3347.31	0	0
NM_001109	3426	3685.05	3552.23	60.1166
NM_001164489	3259	3485.12	154.043	2.75652
NM_001164490	3153	3359.41	63.732	1.18313
NM_003816	4223	3386.79	1432.11	26.371
NR_027638	4081	3291.21	0	0
NR_027639	4036	3231.72	46.8893	0.904851
NR_027878	4117	3329.46	0	0
NM_001145271	2563	2025.76	0	0
NM_001145272	2354	1825.66	1	0.0341599
NM_014479	2473	1946.58	0	0
NM_006988	4776	4622.31	1	0.0134921
NM_001282352	2585	2770.95	1	0.0225066
NM_030957	4396	4222.31	0	0
NM_030955	5079	4902.99	249	3.1672
NM_139025	5076	5557.45	36.8226	0.413215
NM_139026	4815	5216.48	9.20163	0.110008
NM_139027	4908	5346.35	5.96941	0.0696324
NR_024514	3114	3167.02	4.00636	0.0788927
NM_080722	5383	5209.31	0	0
NM_139155	5392	5218.31	0	0
NM_139055	5801	5627.31	0	0
NM_139056	5099	5039.29	22	0.272264
NM_139057	6456	6770.45	8.12617	0.0748524
NM_199355	6038	5757.55	6	0.0649906
NM_133638	5214	5040.31	0	0
NM_014244	6879	6705.31	0	0
NM_021599	2172	2281.26	21.2497	0.580916
NM_025003	5858	5684.31	0	0
NM_014243	5947	5773.31	0	0
NM_005099	4457	4483.22	22.1931	0.30872
NM_007038	9788	9614.31	0	0
NM_197941	7393	6373.07	66	0.645851
NM_014272	5615	6362.84	101.955	0.999293
NR_045529	5108	5491.01	1.36323	0.015483
NR_045529_1	5108	5493.89	0.682199	0.00774405
NM_007037	3788	3614.31	0	0
NM_182920	7437	7263.31	0	0
NR_038264	2353	2179.31	0	0
NM_001040272	7967	8077.5	2	0.0154415
NM_052866	2005	1831.31	0	0
NM_001145320	4193	4589.84	42.3207	0.575033
NM_014694	3851	4134.03	0	0
NM_207517	7460	6835.11	3	0.0273724
NM_001288607	4262	4473.81	3	0.0418197
NM_001288608	4448	4584.64	0	0
NM_019032	4379	4205.31	0	0
NM_025008	3072	2898.31	0	0
NR_104133	1161	873.509	19.8923	1.42022
NM_213604	2982	3082.48	24.1386	0.488371
NM_001284308	2304	2357.39	0	0
NM_001284309	2244	2296.46	542.002	14.719
NM_001284310	2219	2258.04	28.9825	0.800465
