target_id	length	eff_length	est_counts	tpm
NM_005502	10627	10432.5	30	0.158801
NM_080282	6456	6261.48	136	1.19945
NR_002451	2020	1825.48	197.238	5.96666
NM_015657	8210	8015.48	1.36876e-05	9.43011e-08
NM_173076	9225	9030.48	56.9967	0.348544
NR_103740	9305	9110.48	0.00330674	2.00436e-05
NM_152701	17309	17114.5	15.2539	0.0492192
NR_003574	4313	4118.48	2	0.0268171
NM_001606	8279	8084.48	0.000451437	3.08364e-06
NM_212533	8271	8076.48	366	2.50252
NM_001089	6748	6553.48	791	6.66535
NM_000350	7450	7255.48	4	0.0304447
NM_018672	9374	9179.48	281.758	1.69502
NM_172232	8302	8107.48	548.508	3.73607
NM_080284	5421	5226.48	1000	10.566
NM_019112	6943	6748.48	1001	8.19118
NM_001288985	6129	5934.48	5	0.0465271
NM_001288986	5953	5758.48	0	0
NM_007168	5848	5653.48	0	0
NM_080283	6426	6231.48	89.738	0.79525
NM_000927	4841	4646.48	159.287	1.89311
NM_012089	3982	3787.48	1380	20.1209
NM_003742	4900	4705.48	0	0
NM_000443	4092	3897.48	150.577	2.13351
NM_018849	4113	3918.48	64.7762	0.912886
NM_018850	3951	3756.48	112.359	1.65176
NM_001163941	5526	5331.48	0	0
NM_001163942	2372	2177.48	20.9055	0.530182
NM_001163993	1849	1654.48	0	0
NM_178559	4500	4305.48	10.3143	0.132293
NM_005689	3143	2948.48	989	18.5232
NM_001271696	2650	2455.48	719.336	16.1776
NM_001271697	2530	2335.48	7.66768	0.181304
NM_001271698	2572	2377.48	0	0
NM_001271699	2533	2338.48	4.09567	0.0967185
NM_004299	2653	2458.48	567.9	12.7563
NM_001282291	4860	4665.48	52.4691	0.621048
NM_001282292	4734	4539.48	0	0
NM_001282293	4496	4301.48	5.35635	0.0687654
NM_007188	4809	4614.48	727.175	8.70231
NM_001243013	3466	3271.48	20.3311	0.343191
NM_001243014	2568	2373.48	0	0
NM_019624	3526	3331.48	0	0
NM_019625	3655	3460.48	29.6689	0.47346
NM_203444	2761	2566.48	0	0
NM_004996	6688	6493.48	3461	29.4335
NM_001198934	5153	4958.48	599.494	6.67659
NM_033450	5213	5018.48	135.506	1.49109
NM_032583	4701	4506.48	0	0
NM_033151	4987	4792.48	0	0
NM_145186	4587	4392.48	0	0
NM_033226	5293	5098.48	0	0
NR_003087	2949	2754.48	8.03224	0.161033
NR_003088	937	742.478	0	0
NM_000392	5571	5376.48	18	0.184881
NM_001144070	2010	1815.48	0	0
NM_003786	5291	5096.48	1	0.0108355
NM_001105515	3188	2993.48	57.4101	1.05908
NM_005845	5968	5773.48	1468.65	14.0475
NM_001023587	2098	1903.48	64.2884	1.8651
NM_005688	5968	5773.48	241.712	2.31195
NR_046570	594	399.743	1	0.138146
NM_001079528	843	648.478	0	0
NM_001171	5242	5047.48	7	0.0765847
NR_003569	2849	2654.48	0	0
NR_023387	831	636.478	0	0
NM_000352	5046	4851.48	0	0
NM_001287174	5049	4854.48	0	0
NM_005691	4795	4600.48	0	0
NM_020297	8449	8254.48	476.865	3.19024
NM_000033	3789	3594.48	276	4.24025
NM_005164	5466	5271.48	201	2.10563
NM_001122674	1092	897.478	35.2207	2.16717
NM_002858	3741	3546.48	1537.93	23.9474
NM_005050	3282	3087.48	334.732	5.98704
NR_003256	3154	2959.48	285.268	5.32299
NM_001040876	4316	4121.48	865.744	11.5999
NM_002940	4319	4124.48	6929.26	92.7761
NM_001025091	3589	3394.48	5909	96.1301
NM_001090_1	3475	3280.48	0	0
NM_005692	2518	2323.48	1871.68	44.4848
NM_007189	4821	4626.48	2898.47	34.5969
NM_018358	2697	2502.48	1538	33.9394
NM_004915	3120	2925.48	51.421	0.970648
NM_016818	3084	2889.48	52.0564	0.994886
NM_207174	3085	2890.48	0	0
NM_207627	3244	3049.48	0	0
NM_207628	3162	2967.48	0	0
NM_207629	3048	2853.48	54.5291	1.05529
NM_001257386	4401	4206.48	0	0
NM_004827	4556	4361.48	6	0.0759689
NM_001142505	3736	3541.48	1	0.0155931
NM_022169	3960	3765.48	0	0
NM_022436	2865	2670.48	1	0.020679
NM_022437	2790	2595.48	0	0
NM_032604	1571	1376.48	1	0.0401189
NM_001272069	2931	2736.48	42.1812	0.851227
NM_018394	2879	2684.48	855.097	17.5903
NR_073570	2695	2500.48	0	0
NR_073571	2583	2388.48	10.7218	0.247893
NM_001145364	1423	1228.48	20.6552	0.928496
NM_148912	1592	1397.48	378.259	14.9473
NM_148913	1571	1376.48	0	0
NR_026910	1587	1392.48	0	0
NR_026912	1763	1568.48	40.1465	1.41347
NM_001042472	2248	2053.48	1248.38	33.5717
NM_015600	1849	1654.48	30.6243	1.02217
NM_001206673	1833	1638.48	0	0
NM_181814	1602	1407.48	2	0.0784706
NM_032859	5427	5232.48	737	7.77819
NM_015407	1233	1038.48	172.834	9.19072
NR_037192	2004	1809.48	33.945	1.03596
NM_001146314	2368	2173.48	1282.72	32.5908
NM_001254753	2129	1934.48	116.416	3.32328
NM_032750	2562	2367.48	268.863	6.27138
NM_198147	3480	3285.48	393.49	6.61384
NM_001177515	2271	2076.48	7.94298	0.211239
NM_021160	2144	1949.48	624.971	17.7035
NR_033488_2	2395	2200.48	26.0857	0.654641
NR_033489_1	2020	1825.48	0	0
NM_080622	1901	1706.48	100	3.23607
NM_001130111	1688	1493.48	1490	55.0942
NM_031213	1841	1646.48	0	0
NM_001025780	3229	3034.48	946.968	17.2334
NM_016014	1738	1543.48	0	0
NM_021214	2485	2290.48	349	8.41429
NM_007011	9258	9063.48	35.3414	0.215331
NM_152924	8860	8665.48	2563.98	16.3396
NM_138340	2189	1994.48	443	12.2657
NM_022060	2634	2439.48	668	15.1216
NM_016006	5478	5283.48	447	4.67203
NM_020676	2518	2323.48	309	7.34409
NM_024527	2215	2020.48	427	11.6706
NM_001012750	3769	3574.48	4.45527e-06	6.88303e-08
NM_001012751	3682	3487.48	620.255	9.82149
NM_001012752	3754	3559.48	54.564	0.846521
NM_001178116	3814	3619.48	26.3424	0.401909
NM_001178119	3766	3571.48	2.40202e-06	3.71405e-08
NM_001178120	3679	3484.48	2.75789e-05	4.37077e-07
NM_001178121	3664	3469.48	459.021	7.30611
NM_001178122	3592	3397.48	0	0
NM_001178123	3505	3310.48	2.85001e-05	4.75416e-07
NM_001178124	3490	3295.48	1054.91	17.6773
NM_001178125	3313	3118.48	6.12917	0.108537
NM_005470	3850	3655.48	0.0107743	0.000162765
NM_001282925	6764	6569.48	0	0
NM_001282926	6746	6551.48	52.8313	0.445318
NM_001282927	6239	6044.48	287.927	2.63052
NM_001282932	6760	6565.48	25.6182	0.215477
NM_005759	6650	6455.48	1142.85	9.77641
NM_001135186	2216	2021.48	26.5636	0.725666
NM_016428	2234	2039.48	2432.53	65.8654
NM_015429	4598	4403.48	14	0.17557
NM_005157	5513	5318.48	1892.36	19.6487
NM_007313	6006	5811.48	1502.64	14.2787
NM_001136000	11756	11561.5	0.850864	0.00406411
NM_001136001	2265	2070.48	0	0
NM_001168236	12289	12094.5	53.2429	0.243104
NM_001168237	12043	11848.5	0.000803901	3.74678e-06
NM_001168238	11980	11785.5	0.292413	0.00137015
NM_001168239	11693	11498.5	358.423	1.72137
NM_005158	12065	11870.5	165.671	0.77072
NM_007314	12352	12157.5	0.170108	0.000772678
NM_001003407	7734	7539.48	162.31	1.18884
NM_001003408	7818	7623.48	0	0
NM_002313	7711	7516.48	2.00348	0.0147193
NM_006720	6964	6769.48	1157.83	9.44514
NM_001130083	3886	3691.48	0	0
NM_001130084	3784	3589.48	0	0
NM_001130085	3667	3472.48	0	0
NM_001130086	3628	3433.48	0	0
NM_001130087	3544	3349.48	0	0
NM_001130088	2702	2507.48	11	0.242256
NM_001286688	3148	2953.48	0	0
NM_032432	3514	3319.48	0	0
NM_014945	4460	4265.48	1	0.0129464
NM_020469	1704	1509.48	0	0
NM_001092	5188	4993.48	2573.51	28.4604
NM_001159746	5729	5534.48	1143.24	11.4072
NM_001256847	3720	3525.48	0	0
NM_001282149	4900	4705.48	0	0
NM_021962	5514	5319.48	1051.25	10.9133
NM_139166	2879	2684.48	2.06192	0.0424161
NM_021243	970	775.478	2730	194.407
NM_013375	2388	2193.48	1598	40.2311
NM_032548	2112	1917.48	31.4266	0.905077
NM_172027	2101	1906.48	87.2328	2.52677
NR_033429	2066	1871.48	97.3406	2.87229
NM_145804	5028	4833.48	499	5.70111
NR_110249	1871	1676.48	0	0
NR_110250	1921	1726.48	0	0
NM_001130410	1665	1470.48	140.863	5.29002
NM_001607	1944	1749.48	1666.03	52.5888
NR_024024	2069	1874.48	137.103	4.03911
NM_006111	2059	1864.48	2390	70.7879
NM_198834	10114	9919.48	189.368	1.05423
NM_198836	9681	9486.48	2596.9	15.1171
NM_198837	9751	9556.48	0	0
NM_198838	9862	9667.48	57.5136	0.328531
NM_198839	10788	10593.5	226.772	1.18214
NM_001093	9374	9179.48	81.0302	0.487469
NM_001136538	4232	4037.48	167.05	2.28483
NM_025247	4139	3944.48	424.95	5.94931
NM_032169	3681	3486.48	608.462	9.63752
NM_014384	2326	2131.48	568	14.7159
NM_014049	2700	2505.48	1419.11	31.2784
NR_033426	2876	2681.48	174.889	3.60169
NM_001608	2615	2420.48	0	0
NM_000016	2747	2552.48	5154.65	111.521
NM_001127328	2759	2564.48	51.5478	1.11002
NM_001286042	2659	2464.48	91.8988	2.05922
NM_001286043	2846	2651.48	17.2305	0.358864
NM_001286044	2477	2282.48	5.67587	0.137323
NM_000017	2042	1847.48	572	17.0976
NM_001609	6066	5871.48	1085.74	10.2116
NM_000018	2417	2222.48	3407.58	84.6696
NM_001033859	2351	2156.48	129.71	3.32159
NM_001270447	2353	2158.48	0	0
NM_001270448	2492	2297.48	201.642	4.84671
NM_001135	8668	8473.48	1	0.00651713
NM_013227	8965	8770.48	0	0
NM_014716	2633	2438.48	4149	93.96
NM_012287	7295	7100.48	2338.45	18.1869
NM_030649	3884	3689.48	677	10.1331
NM_000019	2259	2064.48	2256	60.3458
NM_005891	1676	1481.48	4632.46	172.677
NM_022735	3690	3495.48	1404	22.1809
NM_001135704	2155	1960.48	0	0
NM_001135705	1992	1797.48	7.05686	0.216803
NM_001135706	2030	1835.48	124.703	3.75187
NM_001135707	1625	1430.48	35.5101	1.37085
NM_024722	2146	1951.48	86.1861	2.43889
NM_001042473	3985	3790.48	607.44	8.84969
NM_001271512	4299	4104.48	193.86	2.60825
NM_145698	4110	3915.48	242.287	3.41715
NR_024150	3864	3669.48	0	0
NR_073195	3854	3659.48	0	0
NR_073196	3974	3779.48	9.82416	0.143543
NR_073197	4178	3983.48	0	0
NM_032360	1741	1546.48	1443	51.5277
NM_001039844	3495	3300.48	86.9006	1.454
NM_001127219	2002	1807.48	81.9366	2.50336
NM_032592	2298	2103.48	71.0634	1.86563
NM_001031854	1945	1750.48	1	0.0315473
NM_001082486	2191	1996.48	1031.74	28.538
NM_001082487	2143	1948.48	0	0
NM_022914	2182	1987.48	27.2621	0.757488
NM_000789	5094	4899.48	2.68024	0.0302094
NM_001178057	3266	3071.48	0.319761	0.00574905
NM_152830	3389	3194.48	0	0
NM_021804	3632	3437.48	0	0
NM_133492	1213	1018.48	0	0
NM_001010887	2977	2782.48	129	2.56021
NM_018367	4512	4317.48	361.751	4.62698
NM_000665	2329	2134.48	34.5608	0.89415
NM_001282449	2116	1921.48	30.0047	0.862328
NM_015831	3082	2887.48	131.434	2.51367
NM_001164814	5023	4828.48	1206.7	13.8009
NM_001164815	4942	4747.48	2041.56	23.7475
NM_001164816	2581	2386.48	918.138	21.2456
NM_001164817	2643	2448.48	1376.55	31.0466
NM_014977	5062	4867.48	177.229	2.01071
NM_001122951	1367	1172.48	59.8143	2.8172
NM_002036	2133	1938.48	139.186	3.96508
NM_001296	3085	2890.48	25.2309	0.482039
NM_020311	2225	2030.48	919	24.994
NM_016557	2465	2270.48	4.41471	0.107375
NM_178445	2630	2435.48	3.58529	0.0812939
NM_001096	4478	4283.48	9361.28	120.686
NM_198830	4448	4253.48	2355.72	30.5843
NM_138326	1375	1180.48	2	0.0935601
NM_020186	2182	1987.48	537	14.9207
NM_001278352	3745	3550.48	29.7345	0.462479
NM_002197	3673	3478.48	1027.27	16.3084
NM_001098	2866	2671.48	6110.85	126.319
NM_001037161	1728	1533.48	83.247	2.99785
NM_015547	2140	1945.48	15.6476	0.444161
NM_147161	3306	3111.48	5.35238	0.0949946
NM_130767	2114	1919.48	1	0.0287697
NM_001160094	4518	4323.48	21.9079	0.279825
NM_018473	4229	4034.48	1144.9	15.671
NM_006821	1904	1709.48	458.051	14.7968
NR_046028	1708	1513.48	27.7024	1.01079
NM_152331	1757	1562.48	140	4.94803
NM_001037162	1129	934.478	1	0.0590948
NM_007274	1930	1735.48	1479.2	47.0682
NM_181864	1750	1555.48	0	0
NM_181865	1555	1360.48	0	0
NM_181866	1539	1344.48	1600.78	65.7502
NM_005469	1296	1101.48	567.826	28.4681
NM_001033583	1825	1630.48	286.194	9.69311
NM_001037171	1852	1657.48	760.806	25.3481
NM_001185039	7883	7688.48	55.2677	0.396962
NM_004035	7709	7514.48	1637.16	12.0313
NM_007292	7709	7514.48	116.269	0.854447
NM_003500	2434	2239.48	1	0.0246588
NM_001101667	2931	2736.48	66.9166	1.35039
NM_003501	2999	2804.48	741.083	14.5926
NM_001142807	2498	2303.48	25	0.599341
NM_001040649	783	588.603	8.40537	0.788592
NM_004300	1676	1481.48	1680.17	62.6291
NM_007099	1676	1481.48	685.188	25.5407
NR_024080	1705	1510.48	40.236	1.47102
NM_001131064	855	660.478	0	0
NM_001610	2328	2133.48	445	11.5183
NM_001111034	1733	1538.48	101.627	3.64783
NM_001111035	1756	1561.48	151.662	5.36362
NM_001111036	1683	1488.48	109.967	4.07978
NM_001611	1599	1404.48	24.7452	0.972957
NM_016361	1933	1738.48	219	6.95654
NM_001099	3344	3149.48	17.3461	0.304145
NM_001134194	1952	1757.48	8.07269	0.253657
NM_001292037	3245	3050.48	14.7006	0.266125
NM_033068	1472	1277.48	1	0.043228
NM_001097	1495	1300.48	0	0
NM_032489	2011	1816.48	14	0.425614
NM_052957	3303	3108.48	58	1.03038
NM_001612	1300	1105.48	0	0
NM_020069	1243	1048.48	8	0.421356
NM_020107	1135	940.478	0	0
NM_020108	1090	895.478	0	0
NM_001199377	3093	2898.48	19.7949	0.377138
NM_015162	3105	2910.48	0.205136	0.00389221
NM_001289177	2914	2719.48	0	0
NM_001289178	2860	2665.48	0	0
NM_001289179	2821	2626.48	0	0
NM_001289180	2624	2429.48	6	0.136382
NM_030924	2905	2710.48	0	0
NM_001288968	2445	2250.48	0	0
NM_001288969	2331	2136.48	0	0
NM_001288970	2241	2046.48	0	0
NM_001288971	2045	1850.48	0	0
NM_001288972	2287	2092.48	0	0
NM_025149	2370	2175.48	343	8.70678
NR_110232	1003	808.478	0	0
NM_001127214	3703	3508.48	96.0407	1.51166
NM_001243279	3876	3681.48	711.846	10.6778
NM_001284316	3013	2818.48	7.86398	0.15408
NM_174917	3872	3677.48	84.9801	1.2761
NR_045667	2621	2426.48	5.26933	0.119922
NR_104293	3929	3734.48	9.69782e-05	1.43404e-06
NM_001286708	3884	3689.48	0.0717419	0.00107381
NM_001286710	4046	3851.48	95.1825	1.36473
NM_001286711	3881	3686.48	49.6165	0.743246
NM_001286712	4229	4034.48	0	0
NM_001995	3983	3788.48	3302.13	48.1335
NM_004457	4486	4291.48	1016.66	13.0824
NM_203372	4379	4184.48	778.341	10.2718
NM_004458	5148	4953.48	3096.55	34.5212
NM_022977	5460	5265.48	796.451	8.35295
NM_016234	3479	3284.48	2614.18	43.9529
NM_203379	3340	3145.48	0	0
NM_203380	3506	3311.48	81.8205	1.36445
NM_001009185	6663	6468.48	0	0
NM_001205247	6558	6363.48	0	0
NM_001205248	6650	6455.48	0	0
NM_001205250	6660	6465.48	0	0
NM_001205251	6425	6230.48	13.045	0.115622
NM_015256	6663	6468.48	0	0
NM_052956	2176	1981.48	4	0.111478
NM_001010845	3089	2894.48	0	0
NM_001105069	2531	2336.48	0	0
NM_182617	2566	2371.48	0	0
NM_005622	2258	2063.48	411.328	11.008
NM_202000	1694	1499.48	46.7001	1.71987
NM_001080454	1868	1673.48	1	0.0329988
NM_017888	2544	2349.48	1	0.0235043
NM_001252675	3801	3606.48	0	0
NM_001252676	3634	3439.48	2.94495e-06	4.72829e-08
NM_001252677	2563	2368.48	0	0
NM_032501	3807	3612.48	1071	16.372
NM_001076552	3143	2948.48	0	0
NM_001242393	2980	2785.48	0	0
NM_018677	3104	2909.48	243	4.61221
NM_024560	3158	2963.48	1.01143	0.0188474
NM_001100	1617	1422.48	6.00143	0.232985
NM_001141945	1883	1688.48	637.001	20.8335
NM_001613	1524	1329.48	2.50114e-07	1.0389e-08
NM_001101	1937	1742.48	668900	21198.8
NM_001017992	2919	2724.48	0	0
NM_005159	3818	3623.48	4.00006	0.0609619
NM_001199954	2230	2035.48	2290.3	62.1361
NM_001614	2111	1916.48	187901	5414.32
NR_037688	1962	1767.48	166.476	5.20133
NR_024438	2108	1913.48	4.00021	0.115446
NM_001199893	1327	1132.48	0	0
NM_001615	1456	1261.48	5	0.218881
NM_001024675	2153	1958.48	42	1.18427
NM_004301	1983	1788.48	1676.35	51.7605
NM_177989	1839	1644.48	767.944	25.7881
NM_178042	2031	1836.48	11.7103	0.352129
NM_016188	1656	1461.48	0	0
NM_006687	1653	1458.48	0	0
NM_006686	1532	1337.48	0	0
NM_030812	1986	1791.48	2	0.0616505
NM_178525	1559	1364.48	0	0
NM_001102	3850	3655.48	3809.51	57.5497
NM_001130004	3916	3721.48	23.7173	0.35194
NM_001130005	3835	3640.48	16.6255	0.252194
NR_073422	724	529.658	0	0
NM_001103	5038	4843.48	0.5	0.00570074
NM_001278343	5038	4843.48	0.5	0.00570074
NM_001278344	5235	5040.48	0	0
NM_001104	3064	2869.48	1.5002	0.0288711
NM_001258371	3212	3017.48	0	0
NR_047663	3064	2869.48	1.5002	0.0288711
NM_004924	4079	3884.48	10332.7	146.893
NM_018477	2566	2371.48	1065.26	24.806
NM_005736	2998	2803.48	4470	88.0499
NM_005735	2383	2188.48	1577	39.7931
NM_001005386	4062	3867.48	0	0
NM_005722	4047	3852.48	20518	294.112
NM_001277140	5616	5421.48	16.9665	0.172819
NM_005721	5825	5630.48	18504	181.484
NR_102318	5700	5505.48	0	0
NM_001040135	2132	1937.48	0	0
NM_020445	2342	2147.48	487.804	12.544
NR_073000	2286	2091.48	14.8091	0.391015
NR_073001	2217	2022.48	9.32322	0.254566
NR_027714	1463	1268.48	0	0
NR_045000	1770	1575.48	0	0
NM_001164458	1406	1211.48	64.0635	2.9202
NM_001164459	1344	1149.48	0	0
NM_024855	2604	2409.48	358	8.205
NM_022496	2590	2395.48	64.7794	1.49336
NR_048568	2041	1846.48	228.202	6.82485
NR_048569	1913	1718.48	456.193	14.6596
NM_022899	3753	3558.48	1188	18.4362
NM_138289	1567	1372.48	0	0
NM_080431	1547	1352.48	0	0
NM_032487	2128	1933.48	30	0.856841
NM_001105	3170	2975.48	0	0
NM_001111067	2989	2794.48	115	2.27256
NM_004302	4689	4494.48	109.993	1.35146
NM_020327	4641	4446.48	0.00738136	9.16723e-05
NM_020328	4812	4617.48	0	0
NM_001111031	8886	8691.48	0	0
NM_001111032	8761	8566.48	0	0
NM_001111033	8530	8335.48	6.0838	0.0403053
NM_145259	9001	8806.48	23.9162	0.149971
NM_001278579	5489	5294.48	20.0915	0.209559
NM_001278580	5292	5097.48	1.62062e-06	1.75567e-08
NM_001616	5378	5183.48	0	0
NM_001106	11498	11303.5	272.372	1.33066
NR_028389	2642	2447.48	10.4847	0.236568
NM_000020	4388	4193.48	0	0
NM_001077401	4251	4056.48	11.052	0.150456
NM_000666	1803	1608.48	478.739	16.4362
NM_001198895	1798	1603.48	28.4825	0.98092
NM_001198896	1587	1392.48	0	0
NM_001198897	1608	1413.48	0	0
NM_001198898	1698	1503.48	0	0
NM_080658	1425	1230.48	60	2.69275
NM_001107	732	537.658	151.737	15.5849
NM_203488	811	616.603	66.2631	5.9345
NM_138448	1347	1152.48	115	5.51041
NM_000022	1657	1462.48	3810	143.865
NM_001159285	2030	1835.48	0	0
NM_001159295	2127	1932.48	0	0
NM_139243	2141	1946.48	0	0
NM_001145400	2183	1988.48	1	0.0277714
NM_139174	2429	2234.48	0	0
NM_001012969	2060	1865.48	124.551	3.68701
NM_001159280	4614	4419.48	273.271	3.41461
NM_001110	5159	4964.48	2835	31.5354
NM_002390	4527	4332.48	13	0.165701
NM_001288973	8153	7958.48	3.88653	0.0269681
NM_001288974	3542	3347.48	0	0
NM_001288975	3536	3341.48	0	0
NM_003474	8162	7967.48	1.11347	0.00771749
NM_021641	3545	3350.48	0	0
NM_001261464	2989	2794.48	0	0
NM_001261465	2961	2766.48	0	0
NM_001261466	2351	2156.48	3.82383	0.0979201
NM_003815	2959	2764.48	160.485	3.20582
NM_207191	2889	2694.48	0	0
NM_207194	3034	2839.48	213.148	4.14535
NM_207195	3031	2836.48	0	0
NM_207196	3103	2908.48	233.31	4.42981
NM_207197	3106	2911.48	1.63855e-06	3.10788e-08
NR_048577	3245	3050.48	28.5864	0.517499
NR_048578	3248	3053.48	81.1138	1.46696
NR_048579	3173	2978.48	41.5332	0.770051
NM_003183	3678	3483.48	753.994	11.9529
NM_001190956	1571	1376.48	0	0
NM_014237	2524	2329.48	2	0.0474122
NM_033274	6654	6459.48	2032	17.3718
NR_036636	2965	2770.48	87	1.73413
NM_001278113	2739	2544.48	0	0
NM_001278114	2607	2412.48	0	0
NM_001464	2796	2601.48	0	0
NM_003814	2917	2722.48	0	0
NR_037933	3161	2966.48	22	0.409543
NM_003813	2789	2594.48	15.8222	0.336772
NR_003951	2174	1979.48	1.17779	0.0328575
NM_004194	3005	2810.48	0	0
NM_016351	9351	9156.48	496.555	2.99473
NM_021721	2897	2702.48	144.445	2.9516
NM_021722	9438	9243.48	0	0
NM_021723	9459	9264.48	0	0
NM_003812	6350	6155.48	11	0.0986846
NM_014265	3345	3150.48	0	0
NM_021777	2233	2038.48	1	0.0270902
NM_001130703	3369	3174.48	0	0
NM_001130704	3344	3149.48	0	0
NM_001130705	3263	3068.48	0	0
NM_001278125	3511	3316.48	0	0
NM_001278126	3504	3309.48	0	0
NM_001278127	3074	2879.48	0	0
NM_014269	3450	3255.48	0	0
NM_021794	3117	2922.48	0	0
NM_145004	2852	2657.48	3	0.0623404
NM_001282447	3681	3486.48	0	0
NM_025220	3684	3489.48	0	0
NM_153202	3606	3411.48	3.02523	0.0489705
NR_001569	2550	2355.48	0	0
NR_024106	2645	2450.48	0	0
NR_024107	2796	2601.48	0	0
NR_073423	2893	2698.48	0	0
NR_001448	1830	1635.48	0	0
NR_002224	1968	1773.48	0	0
NM_003817	3521	3326.48	0	0
NM_001109	3426	3231.48	3271.68	55.9098
NM_001164489	3259	3064.48	28.9602	0.521871
NM_001164490	3153	2958.48	80.3602	1.5
NM_003816	4223	4028.48	1330.44	18.2379
NR_027638	4081	3886.48	27.1797	0.386195
NR_027639	4036	3841.48	0	0
NR_027878	4117	3922.48	13.3754	0.188307
NM_001145271	2563	2368.48	0	0
NM_001145272	2354	2159.48	0	0
NM_014479	2473	2278.48	9	0.21813
NM_006988	4776	4581.48	0	0
NM_001282352	2585	2390.48	0	0
NM_030957	4396	4201.48	0	0
NM_030955	5079	4884.48	174	1.9672
NM_139025	5076	4881.48	10.6808	0.120829
NM_139026	4815	4620.48	0	0
NM_139027	4908	4713.48	23.9553	0.280658
NR_024514	3114	2919.48	5.36396	0.101461
NM_080722	5383	5188.48	0	0
NM_139155	5392	5197.48	0	0
NM_139055	5801	5606.48	0	0
NM_139056	5099	4904.48	16	0.180155
NM_139057	6456	6261.48	10.0715	0.0888252
NM_199355	6038	5843.48	0	0
NM_133638	5214	5019.48	0	0
NM_014244	6879	6684.48	0	0
NM_021599	2172	1977.48	6.00296	0.167638
NM_025003	5858	5663.48	0	0
NM_014243	5947	5752.48	12	0.115198
NM_005099	4457	4262.48	21.8597	0.283204
NM_007038	9788	9593.48	1	0.00575628
NM_197941	7393	7198.48	13	0.0997289
NM_014272	5615	5420.48	214	2.18019
NR_045529	5108	4913.48	2.5	0.0280976
NR_045529_1	5108	4913.48	2.5	0.0280976
NM_007037	3788	3593.48	0	0
NM_182920	7437	7242.48	18	0.137247
NR_038264	2353	2158.48	0	0
NM_001040272	7967	7772.48	2	0.0142098
NM_052866	2005	1810.48	0	0
NM_001145320	4193	3998.48	25.9836	0.358858
NM_014694	3851	3656.48	0	0
NM_207517	7460	7265.48	3	0.0228021
NM_001288607	4262	4067.48	0	0
NM_001288608	4448	4253.48	0	0
NM_019032	4379	4184.48	0	0
NM_025008	3072	2877.48	1	0.0191914
