target_id	length	eff_length	est_counts	tpm
NR_103740	9305	9097.99	0.000572859	5.46878e-06
NM_152701	17309	17102	16.0737	0.0816314
NR_003574	4313	4105.99	4	0.0846117
NM_001606	8279	8071.99	57.4582	0.618244
NM_212533	8271	8063.99	29.5418	0.318181
NM_001089	6748	6540.99	123	1.63324
NM_000350	7450	7242.99	3	0.0359742
NM_018672	9374	9166.99	594.875	5.63621
NM_172232	8302	8094.99	734.406	7.87967
NM_080284	5421	5213.99	623	10.3778
NM_019112	6943	6735.99	673	8.67764
NM_001288985	6129	5921.99	4	0.0586652
NM_001288986	5953	5745.99	0	0
NM_007168	5848	5640.99	0	0
NM_080283	6426	6218.99	100.634	1.40545
NM_000927	4841	4633.99	65	1.21828
NM_012089	3982	3774.99	911	20.96
NM_003742	4900	4692.99	1	0.0185071
NM_000443	4092	3884.99	52.7467	1.17922
NM_018849	4113	3905.99	89.1927	1.98329
NM_018850	3951	3743.99	73.0607	1.69487
NM_001163941	5526	5318.99	0	0
NM_001163942	2372	2164.99	26.168	1.04979
NM_001163993	1849	1641.99	0	0
NM_178559	4500	4292.99	23.1361	0.468078
NM_005689	3143	2935.99	626	18.5186
NM_001271696	2650	2442.99	345.431	12.2808
NM_001271697	2530	2322.99	0.216485	0.00809408
NM_001271698	2572	2364.99	12.2388	0.449467
NM_001271699	2533	2325.99	18.5576	0.69295
NM_004299	2653	2445.99	447.556	15.8921
NM_001282291	4860	4652.99	115.296	2.15213
NM_001282292	4734	4526.99	0	0
NM_001282293	4496	4288.99	0	0
NM_007188	4809	4601.99	304.704	5.75071
NM_001243013	3466	3258.99	34.5469	0.920691
NM_001243014	2568	2360.99	1.65165	0.0607591
NM_019624	3526	3318.99	18.8298	0.492752
NM_019625	3655	3447.99	12.3976	0.31229
NM_203444	2761	2553.99	1.57413	0.0535315
NM_004996	6688	6480.99	2299	30.8096
NM_001198934	5153	4945.99	192.913	3.38764
NM_033450	5213	5005.99	215.087	3.73174
NM_032583	4701	4493.99	0	0
NM_033151	4987	4779.99	0	0
NM_145186	4587	4379.99	0	0
NM_033226	5293	5085.99	0	0
NR_003087	2949	2741.99	4.02299	0.12743
NR_003088	937	729.991	0	0
NM_000392	5571	5363.99	29	0.469568
NM_001144070	2010	1802.99	0	0
NM_003786	5291	5083.99	1	0.0170838
NM_001105515	3188	2980.99	21.3579	0.622279
NM_005845	5968	5760.99	848.375	12.7903
NM_001023587	2098	1890.99	38.881	1.78582
NM_005688	5968	5760.99	167.119	2.51951
NR_046570	594	387.318	0	0
NM_001079528	843	635.991	0	0
NM_001171	5242	5034.99	3	0.0517501
NR_003569	2849	2641.99	0	0
NR_023387	831	623.991	0	0
NM_000352	5046	4838.99	0	0
NM_001287174	5049	4841.99	0	0
NM_005691	4795	4587.99	0	0
NM_020297	8449	8241.99	645.975	6.80725
NM_000033	3789	3581.99	147	3.56436
NM_005164	5466	5258.99	221	3.64988
NM_001122674	1092	884.991	15.7064	1.54144
NM_002858	3741	3533.99	893.919	21.9695
NM_005050	3282	3074.99	357.554	10.0992
NR_003256	3154	2946.99	139.446	4.10974
NM_001040876	4316	4108.99	200.799	4.24438
NM_002940	4319	4111.99	4022.2	84.9571
NM_001025091	3589	3381.99	2831.76	72.7231
NM_001090_1	3475	3267.99	15.24	0.405036
NM_005692	2518	2310.99	752.347	28.2754
NM_007189	4821	4613.99	1264.48	23.8026
NM_018358	2697	2489.99	899	31.3581
NM_004915	3120	2912.99	90.2133	2.6898
NM_016818	3084	2876.99	72.611	2.19206
NM_207174	3085	2877.99	0	0
NM_207627	3244	3036.99	0	0
NM_207628	3162	2954.99	0	0
NM_207629	3048	2840.99	64.1757	1.96196
NM_001257386	4401	4193.99	0	0
NM_004827	4556	4348.99	4	0.079884
NM_001142505	3736	3528.99	0	0
NM_022169	3960	3752.99	0	0
NM_022436	2865	2657.99	0	0
NM_022437	2790	2582.99	1	0.0336252
NM_032604	1571	1363.99	2	0.127352
NM_001272069	2931	2723.99	57.832	1.84396
NM_018394	2879	2671.99	775.623	25.2118
NR_073570	2695	2487.99	22.5447	0.787016
NR_073571	2583	2375.99	0	0
NM_001145364	1423	1215.99	18.9909	1.35645
NM_148912	1592	1384.99	161.941	10.1554
NM_148913	1571	1363.99	0	0
NR_026910	1587	1379.99	0	0
NR_026912	1763	1555.99	30.1597	1.68348
NM_001042472	2248	2040.99	711.878	30.2937
NM_015600	1849	1641.99	7.12182	0.376711
NM_001206673	1833	1625.99	0	0
NM_181814	1602	1394.99	11	0.684872
NM_032859	5427	5219.99	527	8.76858
NM_015407	1233	1025.99	113	9.56584
NR_037192	2004	1796.99	0	0
NM_001146314	2368	2160.99	426.843	17.1555
NM_001254753	2129	1921.99	277.814	12.5542
NM_032750	2562	2354.99	235.343	8.67963
NM_198147	3480	3272.99	292.003	7.74873
NM_001177515	2271	2063.99	73.5715	3.09592
NM_021160	2144	1936.99	257.795	11.5594
NR_033488_2	2395	2187.99	0	0
NR_033489_1	2020	1812.99	53.6333	2.56937
NM_080622	1901	1693.99	65	3.33266
NM_001130111	1688	1480.99	1059.08	62.1103
NM_031213	1841	1633.99	4.92177	0.261614
NM_001025780	3229	3021.99	571.376	16.4217
NM_016014	1738	1530.99	17.1968	0.975581
NM_021214	2485	2277.99	157	5.98599
NM_007011	9258	9050.99	19.5685	0.18778
NM_152924	8860	8652.99	1206.84	12.1136
NM_138340	2189	1981.99	628	27.5199
NM_022060	2634	2426.99	529	18.9311
NM_016006	5478	5270.99	279.381	4.60355
NM_020676	2518	2310.99	91	3.42004
NM_024527	2215	2007.99	195	8.43453
NM_001012750	3769	3561.99	0	0
NM_001012751	3682	3474.99	442.268	11.054
NM_001012752	3754	3546.99	246.803	6.04336
NM_001178116	3814	3606.99	71.2647	1.716
NM_001178119	3766	3558.99	0	0
NM_001178120	3679	3471.99	0	0
NM_001178121	3664	3456.99	400.99	10.0745
NM_001178122	3592	3384.99	66.4956	1.70618
NM_001178123	3505	3297.99	0	0
NM_001178124	3490	3282.99	615.107	16.2731
NM_001178125	3313	3105.99	0	0
NM_005470	3850	3642.99	0.0717348	0.00171025
NM_001282925	6764	6556.99	0	0
NM_001282926	6746	6538.99	48.2999	0.64154
NM_001282927	6239	6031.99	235.093	3.38507
NM_001282932	6760	6552.99	34.9213	0.462849
NM_005759	6650	6442.99	815.053	10.9872
NM_001135186	2216	2008.99	12.4718	0.539185
NM_016428	2234	2026.99	1143.19	48.9841
NM_015429	4598	4390.99	12	0.23736
NM_005157	5513	5305.99	723.393	11.8412
NM_007313	6006	5798.99	678.607	10.1637
NM_001136000	11756	11549	14.8857	0.111947
NM_001136001	2265	2057.99	0	0
NM_001168236	12289	12082	0.000126141	9.06792e-07
NM_001168237	12043	11836	131.074	0.961832
NM_001168238	11980	11773	0.000111667	8.23809e-07
NM_001168239	11693	11486	123.49	0.933797
NM_005158	12065	11858	12.3931	0.0907731
NM_007314	12352	12145	104.164	0.744917
NM_001003407	7734	7526.99	3.51588	0.0405697
NM_001003408	7818	7610.99	0	0
NM_002313	7711	7503.99	126.591	1.4652
NM_006720	6964	6756.99	696.193	8.94879
NM_001130083	3886	3678.99	0	0
NM_001130084	3784	3576.99	0	0
NM_001130085	3667	3459.99	0	0
NM_001130086	3628	3420.99	0	0
NM_001130087	3544	3336.99	0	0
NM_001130088	2702	2494.99	0	0
NM_001286688	3148	2940.99	1	0.0295321
NM_032432	3514	3306.99	0	0
NM_014945	4460	4252.99	8	0.163374
NM_020469	1704	1496.99	1	0.0580188
NM_001092	5188	4980.99	1036.41	18.0719
NM_001159746	5729	5521.99	275.378	4.33133
NM_001256847	3720	3512.99	6.55733e-07	1.62121e-08
NM_001282149	4900	4692.99	26.599	0.49227
NM_021962	5514	5306.99	726.611	11.8916
NM_139166	2879	2671.99	12.2351	0.397705
NM_021243	970	762.991	1598	181.905
NM_013375	2388	2180.99	827	32.9337
NM_032548	2112	1904.99	11.9458	0.544642
NM_172027	2101	1893.99	102.054	4.67995
NR_033429	2066	1858.99	0	0
NM_145804	5028	4820.99	339	6.10733
NR_110249	1871	1663.99	3	0.156588
NR_110250	1921	1713.99	0	0
NM_001130410	1665	1457.99	69.0718	4.11466
NM_001607	1944	1736.99	881.497	44.0769
NR_024024	2069	1861.99	184.431	8.60291
NM_006111	2059	1851.99	1618	75.8801
NM_198834	10114	9906.99	115.589	1.01335
NM_198836	9681	9473.99	796.017	7.29756
NM_198837	9751	9543.99	27.1939	0.247474
NM_198838	9862	9654.99	3.57999e-05	3.22046e-07
NM_198839	10788	10581	163.597	1.34288
NM_001093	9374	9166.99	84.3768	0.799437
NM_001136538	4232	4024.99	258.217	5.57195
NM_025247	4139	3931.99	350.783	7.74845
NM_032169	3681	3473.99	562.769	14.0699
NM_014384	2326	2118.99	305	12.5014
NM_014049	2700	2492.99	964.293	33.5951
NR_033426	2876	2668.99	96.707	3.14702
NM_001608	2615	2407.99	1	0.0360689
NM_000016	2747	2539.99	4027.54	137.72
NM_001127328	2759	2551.99	19.2021	0.65352
NM_001286042	2659	2451.99	155.251	5.49926
NM_001286043	2846	2638.99	7.00232	0.230458
NM_001286044	2477	2269.99	0	0
NM_000017	2042	1834.99	288	13.6316
NM_001609	6066	5858.99	949.037	14.0685
NM_000018	2417	2209.99	3090.23	121.447
NM_001033859	2351	2143.99	185.457	7.51293
NM_001270447	2353	2145.99	0.00422327	0.000170927
NM_001270448	2492	2284.99	63.3044	2.40623
NM_001135	8668	8460.99	0	0
NM_013227	8965	8757.99	0	0
NM_014716	2633	2425.99	3106	111.199
NM_012287	7295	7087.99	2454.79	30.0801
NM_030649	3884	3676.99	556	13.1332
NM_000019	2259	2051.99	1551	65.6485
NM_005891	1676	1468.99	2045.39	120.933
NM_022735	3690	3482.99	1574	39.2501
NM_001135704	2155	1947.99	14.421	0.642979
NM_001135705	1992	1784.99	56.0573	2.72763
NM_001135706	2030	1822.99	100.463	4.78642
NM_001135707	1625	1417.99	68.7453	4.21074
NM_024722	2146	1938.99	23.5663	1.05561
NM_001042473	3985	3777.99	529.43	12.1713
NM_001271512	4299	4091.99	113.678	2.41285
NM_145698	4110	3902.99	140.962	3.13685
NR_024150	3864	3656.99	1.36689e-06	3.24636e-08
NR_073195	3854	3646.99	67.3454	1.60384
NR_073196	3974	3766.99	30.5332	0.70399
NR_073197	4178	3970.99	0	0
NM_032360	1741	1533.99	845	47.8434
NM_001039844	3495	3287.99	109.896	2.90296
NM_001127219	2002	1794.99	4.35845	0.210891
NM_032592	2298	2090.99	70.6416	2.93424
NM_001031854	1945	1737.99	3	0.149921
NM_001082486	2191	1983.99	494.562	21.6506
NM_001082487	2143	1935.99	0	0
NM_022914	2182	1974.99	47.4375	2.08615
NM_000789	5094	4886.99	4	0.0710897
NM_001178057	3266	3058.99	0	0
NM_152830	3389	3181.99	0	0
NM_021804	3632	3424.99	0	0
NM_133492	1213	1005.99	0	0
NM_001010887	2977	2769.99	76	2.383
NM_018367	4512	4304.99	277.335	5.59526
NM_000665	2329	2121.99	0.00499197	0.000204323
NM_001282449	2116	1908.99	15.206	0.691828
NM_015831	3082	2874.99	56.789	1.7156
NM_001164814	5023	4815.99	949.409	17.1221
NM_001164815	4942	4734.99	1289.53	23.6537
NM_001164816	2581	2373.99	675.041	24.6967
NM_001164817	2643	2435.99	994.013	35.4409
NM_014977	5062	4854.99	40.0117	0.715791
NM_001122951	1367	1159.99	0	0
NM_002036	2133	1925.99	7	0.315669
NM_001296	3085	2877.99	31.1893	0.941249
NM_020311	2225	2017.99	145	6.24075
NM_016557	2465	2257.99	18	0.692371
NM_178445	2630	2422.99	0	0
NM_001096	4478	4270.99	4354.75	88.557
NM_198830	4448	4240.99	776.249	15.8973
NM_138326	1375	1167.99	5	0.371808
NM_020186	2182	1974.99	355	15.6117
NM_001278352	3745	3537.99	0	0
NM_002197	3673	3465.99	392	9.82306
NM_001098	2866	2658.99	3766.49	123.029
NM_001037161	1728	1520.99	15.2156	0.868861
NM_015547	2140	1932.99	21.8341	0.981057
NM_147161	3306	3098.99	3.16588	0.0887284
NM_130767	2114	1906.99	0	0
NM_001160094	4518	4310.99	19.6216	0.395317
NM_018473	4229	4021.99	770.542	16.6396
NM_006821	1904	1696.99	332.136	16.9991
NR_046028	1708	1500.99	25.6479	1.4841
NM_152331	1757	1549.99	76	4.25866
NM_001037162	1129	921.991	2	0.188405
NM_007274	1930	1722.99	495.359	24.9704
NM_181864	1750	1542.99	0	0
NM_181865	1555	1347.99	4.37378e-07	2.81811e-08
NM_181866	1539	1331.99	723.604	47.1833
NM_005469	1296	1088.99	355.588	28.3603
NM_001033583	1825	1617.99	149.398	8.01968
NM_001037171	1852	1644.99	519.602	27.4344
NM_001185039	7883	7675.99	20.4663	0.231576
NM_004035	7709	7501.99	903.644	10.4619
NM_007292	7709	7501.99	83.7992	0.970178
NM_003500	2434	2226.99	0	0
NM_001101667	2931	2723.99	33.7577	1.07635
NM_003501	2999	2791.99	357.242	11.1131
NM_001142807	2498	2290.99	64	2.4263
NM_001040649	783	575.991	18.519	2.79248
NM_004300	1676	1468.99	1579.78	93.404
NM_007099	1676	1468.99	170.492	10.0803
NR_024080	1705	1497.99	125.209	7.25962
NM_001131064	855	647.991	1.96787	0.263764
NM_001610	2328	2120.99	426.014	17.4451
NM_001111034	1733	1525.99	78.032	4.44129
NM_001111035	1756	1548.99	197.188	11.0565
NM_001111036	1683	1475.99	74.4514	4.38104
NM_001611	1599	1391.99	181.329	11.3141
NM_016361	1933	1725.99	77	3.87472
NM_001099	3344	3136.99	77.5527	2.1472
NM_001134194	1952	1744.99	29.7898	1.48273
NM_001292037	3245	3037.99	0	0
NM_033068	1472	1264.99	5	0.343298
NM_001097	1495	1287.99	0	0
NM_032489	2011	1803.99	22	1.0592
NM_052957	3303	3095.99	87	2.44066
NM_001612	1300	1092.99	0	0
NM_020069	1243	1035.99	0	0
NM_020107	1135	927.991	0	0
NM_020108	1090	882.991	5	0.491815
NM_001199377	3093	2885.99	8.93071	0.268769
NM_015162	3105	2897.99	0.0692905	0.00207666
NM_001289177	2914	2706.99	0	0
NM_001289178	2860	2652.99	0	0
NM_001289179	2821	2613.99	0	0
NM_001289180	2624	2416.99	18	0.646823
NM_030924	2905	2697.99	0	0
NM_001288968	2445	2237.99	22.7733	0.883803
NM_001288969	2331	2123.99	0	0
NM_001288970	2241	2033.99	0	0
NM_001288971	2045	1837.99	19.5396	0.923338
NM_001288972	2287	2079.99	0	0
NM_025149	2370	2162.99	185.882	7.46399
NR_110232	1003	795.991	7.80503	0.851637
NM_001127214	3703	3495.99	25.6545	0.637354
NM_001243279	3876	3668.99	450.185	10.6569
NM_001284316	3013	2805.99	11.8638	0.367219
NM_174917	3872	3664.99	38.6225	0.915284
NR_045667	2621	2413.99	5.4484	0.19603
NR_104293	3929	3721.99	70.2263	1.63875
NM_001286708	3884	3676.99	197.041	4.65427
NM_001286710	4046	3838.99	91.3479	2.06666
NM_001286711	3881	3673.99	57.2437	1.35325
NM_001286712	4229	4021.99	10.205	0.220374
NM_001995	3983	3775.99	2156.16	49.5951
NM_004457	4486	4278.99	657.195	13.3396
NM_203372	4379	4171.99	862.805	17.9621
NM_004458	5148	4940.99	3583.23	62.9867
NM_022977	5460	5252.99	840.772	13.9014
NM_016234	3479	3271.99	1761.97	46.7707
NM_203379	3340	3132.99	0	0
NM_203380	3506	3298.99	81.033	2.13338
NM_001009185	6663	6455.99	0	0
NM_001205247	6558	6350.99	0	0
NM_001205248	6650	6442.99	0	0
NM_001205250	6660	6452.99	0	0
NM_001205251	6425	6217.99	20.5419	0.286932
NM_015256	6663	6455.99	0	0
NM_052956	2176	1968.99	0	0
NM_001010845	3089	2881.99	1	0.0301367
NM_001105069	2531	2323.99	0	0
NM_182617	2566	2358.99	0	0
NM_005622	2258	2050.99	387.118	16.3933
NM_202000	1694	1486.99	32.0799	1.87376
NM_001080454	1868	1660.99	1	0.0522903
NM_017888	2544	2336.99	0	0
NM_001252675	3801	3593.99	0	0
NM_001252676	3634	3426.99	74.9297	1.89902
NM_001252677	2563	2355.99	0	0
NM_032501	3807	3599.99	1152.07	27.7949
NM_001076552	3143	2935.99	0	0
NM_001242393	2980	2772.99	0	0
NM_018677	3104	2896.99	180	5.39652
NM_024560	3158	2950.99	1.01172	0.0297769
NM_001100	1617	1409.99	3.50052	0.215627
NM_001141945	1883	1675.99	429.502	22.2578
NM_001613	1524	1316.99	95.4981	6.29796
NM_001101	1937	1729.99	310689	15598.1
NM_001017992	2919	2711.99	1	0.0320258
NM_005159	3818	3610.99	1.00003	0.0240533
NM_001199954	2230	2022.99	588.576	25.2695
NM_001614	2111	1903.99	88036.1	4015.91
NR_037688	1962	1754.99	258.967	12.8162
NR_024438	2108	1900.99	6.01486	0.274811
NM_001199893	1327	1119.99	6.3179	0.489944
NM_001615	1456	1248.99	9.6821	0.673284
NM_001024675	2153	1945.99	18	0.803378
NM_004301	1983	1775.99	966.87	47.2841
NM_177989	1839	1631.99	488.13	25.978
NM_178042	2031	1823.99	0	0
NM_016188	1656	1448.99	0	0
NM_006687	1653	1445.99	0	0
NM_006686	1532	1324.99	1	0.0655504
NM_030812	1986	1778.99	0	0
NM_178525	1559	1351.99	0	0
NM_001102	3850	3642.99	910.139	21.6989
NM_001130004	3916	3708.99	0	0
NM_001130005	3835	3627.99	0	0
NR_073422	724	517.047	0	0
NM_001103	5038	4830.99	0	0
NM_001278343	5038	4830.99	0	0
NM_001278344	5235	5027.99	0	0
NM_001104	3064	2856.99	3.5	0.106401
NM_001258371	3212	3004.99	0	0
NR_047663	3064	2856.99	3.5	0.106401
NM_004924	4079	3871.99	5996	134.498
NM_018477	2566	2358.99	591.401	21.7743
NM_005736	2998	2790.99	1833.59	57.0599
NM_005735	2383	2175.99	1012.41	40.4101
NM_001005386	4062	3854.99	51.9906	1.17136
NM_005722	4047	3839.99	14309	323.644
NM_001277140	5616	5408.99	33.7031	0.54118
NM_005721	5825	5617.99	12498.3	193.223
NR_102318	5700	5492.99	0	0
NM_001040135	2132	1924.99	0	0
NM_020445	2342	2134.99	120.019	4.88249
NR_073000	2286	2078.99	24.0873	1.00629
NR_073001	2217	2009.99	10.3448	0.447011
NR_027714	1463	1255.99	1	0.0691515
NR_045000	1770	1562.99	0	0
NM_001164458	1406	1198.99	71.5492	5.18295
NM_001164459	1344	1136.99	0	0
NM_024855	2604	2396.99	252	9.13109
NM_022496	2590	2382.99	82.1039	2.99247
NR_048568	2041	1833.99	267.698	12.6776
NR_048569	1913	1705.99	200.133	10.189
NM_022899	3753	3545.99	948	23.2198
NM_138289	1567	1359.99	0	0
NM_080431	1547	1339.99	0	0
NM_032487	2128	1920.99	8	0.361704
NM_001105	3170	2962.99	0	0
NM_001111067	2989	2781.99	31	0.967819
NM_004302	4689	4481.99	0.000190278	3.68727e-06
NM_020327	4641	4433.99	56.9097	1.11476
NM_020328	4812	4604.99	14.0901	0.26575
NM_001111031	8886	8678.99	7	0.0700514
NM_001111032	8761	8553.99	0	0
NM_001111033	8530	8322.99	0	0
NM_145259	9001	8793.99	1.41498e-06	1.3975e-08
NM_001278579	5489	5281.99	0	0
NM_001278580	5292	5084.99	16	0.273286
NM_001616	5378	5170.99	1.35791e-07	2.28078e-09
NM_001106	11498	11291	157.553	1.21194
NR_028389	2642	2434.99	22.861	0.815428
NM_000020	4388	4180.99	0	0
NM_001077401	4251	4043.99	50.2963	1.08023
NM_000666	1803	1595.99	223.09	12.1405
NM_001198895	1798	1590.99	23.9102	1.30528
NM_001198896	1587	1379.99	0	0
NM_001198897	1608	1400.99	0	0
NM_001198898	1698	1490.99	0	0
NM_080658	1425	1217.99	229	16.3298
NM_001107	732	525.047	135.419	22.4012
NM_203488	811	603.991	36.5806	5.26028
NM_138448	1347	1139.99	76	5.79029
NM_000022	1657	1449.99	1648	98.7143
NM_001159285	2030	1822.99	0	0
NM_001159295	2127	1919.99	0	0
NM_139243	2141	1933.99	0	0
NM_001145400	2183	1975.99	2	0.087909
NM_139174	2429	2221.99	0	0
NM_001012969	2060	1852.99	90.7292	4.25268
NM_001159280	4614	4406.99	208.669	4.11247
NM_001110	5159	4951.99	2238	39.2526
NM_002390	4527	4319.99	6	0.12063
NM_001288973	8153	7945.99	1.58022	0.0172726
NM_001288974	3542	3334.99	0	0
NM_001288975	3536	3328.99	0	0
NM_003474	8162	7954.99	0.419783	0.00458325
NM_021641	3545	3337.99	0	0
NM_001261464	2989	2781.99	0	0
NM_001261465	2961	2753.99	0	0
NM_001261466	2351	2143.99	12.0734	0.489096
NM_003815	2959	2751.99	71.3381	2.25145
NM_207191	2889	2681.99	95.0412	3.07782
NM_207194	3034	2826.99	134.502	4.13231
NM_207195	3031	2823.99	0	0
NM_207196	3103	2895.99	0	0
NM_207197	3106	2898.99	77.2894	2.31559
NR_048577	3245	3037.99	0	0
NR_048578	3248	3040.99	102.756	2.93481
NR_048579	3173	2965.99	0	0
NM_003183	3678	3470.99	863.38	21.6041
NM_001190956	1571	1363.99	0	0
NM_014237	2524	2316.99	8	0.299884
NM_033274	6654	6446.99	1082	14.5767
NR_036636	2965	2757.99	90	2.83425
NM_001278113	2739	2531.99	0	0
NM_001278114	2607	2399.99	0	0
NM_001464	2796	2588.99	0	0
NM_003814	2917	2709.99	4	0.128198
NR_037933	3161	2953.99	14	0.41163
NM_003813	2789	2581.99	5	0.168191
NR_003951	2174	1966.99	0	0
NM_004194	3005	2797.99	9.85826	0.306015
NM_016351	9351	9143.99	456.842	4.33929
NM_021721	2897	2689.99	24.6509	0.795922
NM_021722	9438	9230.99	34.5611	0.325183
NM_021723	9459	9251.99	0.0873618	0.000820115
NM_003812	6350	6142.99	2	0.0282773
NM_014265	3345	3137.99	1	0.0276781
NM_021777	2233	2025.99	0	0
NM_001130703	3369	3161.99	0	0
NM_001130704	3344	3136.99	0	0
NM_001130705	3263	3055.99	0	0
NM_001278125	3511	3303.99	0	0
NM_001278126	3504	3296.99	0	0
NM_001278127	3074	2866.99	3	0.0908831
NM_014269	3450	3242.99	0	0
NM_021794	3117	2909.99	0	0
NM_145004	2852	2644.99	1	0.032837
NM_001282447	3681	3473.99	0	0
NM_025220	3684	3476.99	0	0
NM_153202	3606	3398.99	8.39894	0.214616
NR_001569	2550	2342.99	0	0
NR_024106	2645	2437.99	0	0
NR_024107	2796	2588.99	0	0
NR_073423	2893	2685.99	0	0
NR_001448	1830	1622.99	0	0
NR_002224	1968	1760.99	0	0
NM_003817	3521	3313.99	0	0
NM_001109	3426	3218.99	1432.1	38.6405
NM_001164489	3259	3051.99	123.002	3.50041
NM_001164490	3153	2945.99	52.8943	1.55943
NM_003816	4223	4015.99	1033	22.3407
NR_027638	4081	3873.99	0	0
NR_027639	4036	3828.99	0	0
NR_027878	4117	3909.99	0	0
NM_001145271	2563	2355.99	0	0
NM_001145272	2354	2146.99	0	0
NM_014479	2473	2265.99	3	0.114988
NM_006988	4776	4568.99	0	0
NM_001282352	2585	2377.99	0	0
NM_030957	4396	4188.99	0	0
NM_030955	5079	4871.99	30	0.534814
NM_139025	5076	4868.99	25.622	0.457048
NM_139026	4815	4607.99	0.00654212	0.000123309
NM_139027	4908	4700.99	14.5616	0.269034
NR_024514	3114	2906.99	0.809915	0.0241982
NM_080722	5383	5175.99	0	0
NM_139155	5392	5184.99	0	0
NM_139055	5801	5593.99	0	0
NM_139056	5099	4891.99	7	0.12428
NM_139057	6456	6248.99	18.7439	0.260519
NM_199355	6038	5830.99	5	0.0744759
NM_133638	5214	5006.99	1	0.0173465
NM_014244	6879	6671.99	0	0
NM_021599	2172	1964.99	17.1676	0.758819
NM_025003	5858	5650.99	0	0
NM_014243	5947	5739.99	1	0.0151313
NM_005099	4457	4249.99	36.156	0.738891
NM_007038	9788	9580.99	0	0
NM_197941	7393	7185.99	43	0.519721
NM_014272	5615	5407.99	38.945	0.625466
NR_045529	5108	4900.99	1.02751	0.0182092
NR_045529_1	5108	4900.99	1.02751	0.0182092
NM_007037	3788	3580.99	2	0.0485082
NM_182920	7437	7229.99	1	0.012013
NR_038264	2353	2145.99	0	0
NM_001040272	7967	7759.99	1	0.0111925
NM_052866	2005	1797.99	0	0
NM_001145320	4193	3985.99	22.5444	0.491237
NM_014694	3851	3643.99	0	0
NM_207517	7460	7252.99	4	0.0478995
NM_001288607	4262	4054.99	0	0
NM_001288608	4448	4240.99	9.09579e-08	1.86278e-09
NM_019032	4379	4171.99	20	0.416366
NM_025008	3072	2864.99	0	0
NR_104133	1161	953.991	44.2571	4.02927
NM_213604	2982	2774.99	41.0858	1.28593
NM_001284308	2304	2096.99	0	0
