target_id	length	eff_length	est_counts	tpm
NM_000350	7450	7331.11	2	0.0163037
NM_018672	9374	7605.02	246.151	1.93432
NM_172232	8302	6635.68	801.759	7.2208
NM_080284	5421	4520.13	585	7.7345
NM_019112	6943	7811.12	754	5.76879
NM_001288985	6129	5343.03	7	0.0782955
NM_001288986	5953	5736.29	0	0
NM_007168	5848	5631.29	0	0
NM_080283	6426	5535.02	39.2398	0.423676
NM_000927	4841	4248.36	80.3103	1.12974
NM_012089	3982	3544.29	872	14.7033
NM_003742	4900	4329.49	1	0.0138035
NM_000443	4092	3593.35	0	0
NM_018849	4113	3613.81	48.016	0.794048
NM_018850	3951	3469.92	99.6736	1.71667
NM_001163941	5526	4764.24	0	0
NM_001163942	2372	1848.98	34.0734	1.10131
NM_001163993	1849	1632.29	0	0
NM_178559	4500	3810.13	16.2443	0.254794
NM_005689	3143	3109.53	825	15.8557
NM_001271696	2650	2128.56	423.868	11.9006
NM_001271697	2530	2011.66	1.13691e-06	3.37754e-08
NM_001271698	2572	2057.37	0	0
NM_001271699	2533	2015.46	0	0
NM_004299	2653	2132.37	513.132	14.3812
NM_001282291	4860	4898.11	0	0
NM_001282292	4734	4762.73	0	0
NM_001282293	4496	4578.19	23.781	0.310429
NM_007188	4809	4939.27	536.219	6.48793
NM_001243013	3466	3534.76	69.1841	1.1697
NM_001243014	2568	2351.29	0	0
NM_019624	3526	3621.34	2.74144	0.0452414
NM_019625	3655	3753.05	11.0744	0.176345
NM_203444	2761	2544.29	0	0
NM_004996	6688	6832.59	1730	15.1317
NM_001198934	5153	5343.67	270.723	3.02769
NM_033450	5213	5325.62	156.277	1.75369
NM_032583	4701	4484.29	0	0
NM_033151	4987	4770.29	0	0
NM_145186	4587	4370.29	0	0
NM_033226	5293	5076.29	0	0
NR_003087	2949	2277.82	8.11482	0.212905
NR_003088	937	720.29	0	0
NM_000392	5571	4965.68	22	0.264771
NM_001144070	2010	1793.29	0	0
NM_003786	5291	5074.29	0	0
NM_001105515	3188	2702.78	26.4987	0.585923
NM_005845	5968	5198.83	760.569	8.74299
NM_001023587	2098	1748.91	61.0796	2.08716
NM_005688	5968	5735.42	147.92	1.54131
NR_046570	594	377.69	0	0
NM_001079528	843	626.29	0	0
NM_001171	5242	5440.4	4	0.0439396
NR_003569	2849	2632.29	0	0
NR_023387	831	614.29	0	0
NM_000352	5046	4829.29	0	0
NM_001287174	5049	4832.29	0	0
NM_005691	4795	4578.29	0	0
NM_020297	8449	7073.71	431.184	3.64286
NM_000033	3789	4067.9	155	2.27713
NM_005164	5466	4370.22	139	1.90081
NM_001122674	1092	702.005	21.3651	1.81882
NM_002858	3741	2961.58	748.184	15.0977
NM_005050	3282	3015.64	428.218	8.48619
NR_003256	3154	2893.1	193.782	4.0029
NM_001040876	4316	3471.8	72.9554	1.25582
NM_002940	4319	3474.68	3718.04	63.9479
NM_001025091	3589	3424.5	3058	53.3662
NM_001090_1	3475	3277.97	0	0
NM_005692	2518	2236.82	719.716	19.229
NM_007189	4821	4508.69	1675.14	22.2038
NM_018358	2697	2587.35	1117	25.8003
NM_004915	3120	2994.4	162.632	3.2458
NM_016818	3084	2959.45	5.0712	0.102406
NM_207174	3085	2947.33	0	0
NM_207627	3244	3056.22	0	0
NM_207628	3162	2974.56	0	0
NM_207629	3048	2895.46	105.297	2.17333
NM_001257386	4401	4184.29	0	0
NM_004827	4556	3782.51	1	0.0157996
NM_001142505	3736	3618.95	2	0.0330274
NM_022169	3960	3869.72	0	0
NM_022436	2865	2648.29	0	0
NM_022437	2790	2573.29	0	0
NM_032604	1571	1304.29	4	0.183279
NM_001272069	2931	2280.68	14.8825	0.389977
NM_018394	2879	2235.5	708.995	18.9538
NR_073570	2695	2058.67	53.7259	1.55964
NR_073571	2583	1952.37	46.3965	1.4202
NM_001145364	1423	1198.51	10.2043	0.508822
NM_148912	1592	1385.39	208.01	8.97302
NM_148913	1571	1335.79	0	0
NR_026910	1587	1357.77	0	0
NR_026912	1763	1561.98	39.2603	1.50212
NM_001042472	2248	2154.08	846.147	23.4753
NM_015600	1849	1675.61	25.853	0.922075
NM_001206673	1833	1396.08	0	0
NM_181814	1602	1178.03	5	0.253653
NM_032859	5427	4176.75	510	7.29724
NM_015407	1233	991.475	149.934	9.03746
NR_037192	2004	1812.92	14.5443	0.479449
NM_001146314	2368	2221.15	743.779	20.0121
NM_001254753	2129	1941.57	229.636	7.0683
NM_032750	2562	2416.41	220.585	5.45547
NM_198147	3480	3426.68	285.46	4.9785
NM_001177515	2271	2086.97	46.0052	1.3174
NM_021160	2144	1938.27	468.218	14.4364
NR_033488_2	2395	2209.49	23.8629	0.645442
NR_033489_1	2020	1815.14	63.9136	2.10431
NM_080622	1901	1962.85	97	2.95332
NM_001130111	1688	1677.72	1291.02	45.9874
NM_031213	1841	1859.21	9.98183	0.320855
NM_001025780	3229	2685.05	711.124	15.8278
NM_016014	1738	1487.16	2.10653	0.0846517
NM_021214	2485	2202.96	102	2.76707
NM_007011	9258	8741.45	18.0436	0.123358
NM_152924	8860	8363.89	860.625	6.14939
NM_138340	2189	1663.36	657	23.6051
NM_022060	2634	2382.82	536	13.4431
NM_016006	5478	4419.1	268.481	3.63084
NM_020676	2518	2231.99	63	1.68685
NM_024527	2215	2287.8	247	6.45218
NM_001012750	3769	2964.89	0	0
NM_001012751	3682	2855.72	392.718	8.21847
NM_001012752	3754	2927.95	76.9468	1.57056
NM_001178116	3814	2989.6	29.1685	0.583078
NM_001178119	3766	2961.33	0	0
NM_001178120	3679	2852.08	0	0
NM_001178121	3664	2836.2	437.503	9.21874
NM_001178122	3592	2771.42	28.063	0.605145
NM_001178123	3505	2683.75	0	0
NM_001178124	3490	2667.87	589.494	13.2051
NM_001178125	3313	2533.61	0	0
NM_005470	3850	3027.24	0	0
NM_001282925	6764	5876.99	0	0
NM_001282926	6746	5850.06	30.9063	0.315728
NM_001282927	6239	5251	342.587	3.89902
NM_001282932	6760	5823.92	0	0
NM_005759	6650	5728.57	646.764	6.74725
NM_001135186	2216	2136.01	23.082	0.645797
NM_016428	2234	2158.64	1257.53	34.815
NM_015429	4598	3867.07	14	0.216358
NM_005157	5513	5782.11	885.234	9.14953
NM_007313	6006	6260.6	713.766	6.81343
NM_001136000	11756	10602.6	0.136778	0.000770954
NM_001136001	2265	1929.59	3.2728	0.101363
NM_001168236	12289	11256.6	71.1825	0.377915
NM_001168237	12043	11004.2	0.0684596	0.000371793
NM_001168238	11980	10941.6	94.8362	0.51799
NM_001168239	11693	10542.6	183.302	1.03907
NM_005158	12065	10917.6	0.122991	0.000673246
NM_007314	12352	11319.2	0.0628076	0.000331606
NM_001003407	7734	7123.1	0.714887	0.00599784
NM_001003408	7818	7213.73	0	0
NM_002313	7711	7103.78	23.0777	0.194146
NM_006720	6964	6311.02	800.915	7.58426
NM_001130083	3886	3877.36	0	0
NM_001130084	3784	3781.7	0	0
NM_001130085	3667	3649.82	0	0
NM_001130086	3628	3616.41	0	0
NM_001130087	3544	3589.24	5.49231e-07	9.14492e-09
NM_001130088	2702	2628.59	4.3355	0.0985695
NM_001286688	3148	3042.26	0	0
NM_032432	3514	3546.91	1.6645	0.0280454
NM_014945	4460	4228.14	3	0.0424032
NM_020469	1704	1530.82	1	0.0390394
NM_001092	5188	5291.26	1040.1	11.7474
NM_001159746	5729	5915.31	170.208	1.71961
NM_001256847	3720	3771.37	503.599	7.98018
NM_001282149	4900	5006.63	0.0163429	0.000195079
NM_021962	5514	5718.95	210.076	2.19527
NM_139166	2879	2286.67	11.9593	0.312558
NM_021243	970	562.947	2393	254.04
NM_013375	2388	2043.11	1240	36.2708
NM_032548	2112	2029.97	21.5606	0.634742
NM_172027	2101	2019.66	168.092	4.97388
NR_033429	2066	1981.63	51.3472	1.54853
NM_145804	5028	5321.68	355	3.98663
NR_110249	1871	1654.29	0	0
NR_110250	1921	1704.29	0	0
NM_001130410	1665	1464.65	82.5166	3.36693
NM_001607	1944	1754.52	1177.3	40.1012
NR_024024	2069	1890.16	232.18	7.34098
NM_006111	2059	1696.25	1988	70.0413
NM_198834	10114	9553.72	80.8061	0.505473
NM_198836	9681	9073.59	866.53	5.7073
NM_198837	9751	9101.16	0	0
NM_198838	9862	9228.6	17.0256	0.110254
NM_198839	10788	10220.3	255.238	1.49248
NM_001093	9374	9641.99	63.4467	0.39325
NM_001136538	4232	4081.21	116.854	1.71113
NM_025247	4139	3983.77	516.146	7.74293
NM_032169	3681	3222.44	619.681	11.4924
NM_014384	2326	1993.22	501	15.0214
NM_014049	2700	2498.15	981.462	23.4791
NR_033426	2876	2704.82	156.538	3.45866
NM_001608	2615	2398.29	0	0
NM_000016	2747	2219.34	3526.55	94.9626
NM_001127328	2759	2228.97	66.1115	1.77256
NM_001286042	2659	2134.99	194.338	5.43988
NM_001286043	2846	2316.05	0	0
NM_001286044	2477	1981.1	0	0
NM_000017	2042	1991.26	658	19.7481
NM_001609	6066	5064.9	755.6	8.91554
NM_000018	2417	2276.43	3449.33	90.5541
NM_001033859	2351	2199.16	154.24	4.19147
NM_001270447	2353	2177.78	168.656	4.62824
NM_001270448	2492	2366.47	165.738	4.18549
NM_001135	8668	8451.29	0	0
NM_013227	8965	8748.29	0	0
NM_014716	2633	2582.73	4204	97.2772
NM_012287	7295	6073.55	1631.56	16.0541
NM_030649	3884	4238.7	583	8.21983
NM_000019	2259	1708.2	1877	65.6678
NM_005891	1676	1260.27	2401.74	113.891
NM_022735	3690	3083.98	1082	20.9673
NM_001135704	2155	2018.96	0	0
NM_001135705	1992	1890.16	33.5331	1.06024
NM_001135706	2030	1928.44	144.229	4.46967
NM_001135707	1625	1433.21	51.9883	2.16782
NM_024722	2146	2049.22	31.5273	0.919442
NM_001042473	3985	3233.1	426.621	7.88587
NM_001271512	4299	3625.23	47.7014	0.786363
NM_145698	4110	3390.08	147.724	2.60417
NR_024150	3864	3129.74	6.08541e-06	1.16201e-07
NR_073195	3854	3119.15	0.000428671	8.21322e-06
NR_073196	3974	3344.67	0	0
NR_073197	4178	3532.63	0	0
NM_032360	1741	1527.56	1064	41.6265
NM_001039844	3495	2829.65	99.3886	2.09909
NM_001127219	2002	1763.95	57.3493	1.94298
NM_032592	2298	2117.49	82.6507	2.33266
NM_001031854	1945	1595.03	1	0.0374678
NM_001082486	2191	2136.39	677	18.938
NM_001082487	2143	2040.28	0	0
NM_022914	2182	2083.22	0	0
NM_000789	5094	5311.6	2.56862	0.0289003
NM_001178057	3266	3243.72	1.43138	0.0263716
NM_152830	3389	3319.94	0	0
NM_021804	3632	3415.29	0	0
NM_133492	1213	996.29	0	0
NM_001010887	2977	2552.19	38	0.88981
NM_018367	4512	3610	182.436	3.02015
NM_000665	2329	2356.77	31.5852	0.800928
NM_001282449	2116	2100.06	9.78898	0.278569
NM_015831	3082	3227.24	52.6258	0.974528
NM_001164814	5023	5025.75	884.886	10.5224
NM_001164815	4942	4940.18	927.386	11.2187
NM_001164816	2581	2481.31	1324.12	31.8914
NM_001164817	2643	2540.45	987.146	23.2219
NM_014977	5062	5074.67	0.00346265	4.07782e-05
NM_001122951	1367	1071.09	2.95433e-07	1.64838e-08
NM_002036	2133	1855.06	7	0.225511
NM_001296	3085	2759.21	38.782	0.839986
NM_020311	2225	1883.39	96	3.0462
NM_016557	2465	1810.06	10	0.330167
NM_178445	2630	1967.08	0	0
NM_001096	4478	4255.42	4768.71	66.9707
NM_198830	4448	4226.48	830.289	11.7402
NM_138326	1375	1028.88	4	0.232338
NM_020186	2182	1805.04	495	16.3887
NM_001278352	3745	3330.24	0	0
NM_002197	3673	3270.48	463	8.4605
NM_001098	2866	2730.76	3560.04	77.911
NM_001037161	1728	1575.68	31.6868	1.20181
NM_015547	2140	2021.16	9.88295	0.292222
NM_147161	3306	3266.06	2.11705	0.0387376
NM_130767	2114	1897.29	0	0
NM_001160094	4518	3786.45	4.56485	0.0720478
NM_018473	4229	3531.08	897.986	15.1981
NM_006821	1904	1755.64	378.753	12.8928
NR_046028	1708	1367.53	58.5603	2.55913
NM_152331	1757	1569.08	93	3.54212
NM_001037162	1129	724.502	5	0.412436
NM_007274	1930	1872.67	651.823	20.8015
NM_181864	1750	1542.64	0	0
NM_181865	1555	1352.57	0	0
NM_181866	1539	1328.58	1151.17	51.7821
NM_005469	1296	1040.7	449.45	25.8097
NM_001033583	1825	1435.25	154.11	6.41696
NM_001037171	1852	1453.76	758.89	31.197
NM_001185039	7883	7176.48	19.1038	0.159087
NM_004035	7709	6959	903.976	7.76313
NM_007292	7709	6943.41	74.6407	0.642435
NM_003500	2434	2217.29	0	0
NM_001101667	2931	2791.34	28.3342	0.606633
NM_003501	2999	2872.45	557.666	11.6024
NM_001142807	2498	2357.07	106	2.68757
NM_001040649	783	461.648	10.8001	1.39811
NM_004300	1676	1224.52	1877.9	91.6505
NM_007099	1676	1215.95	180.02	8.84772
NR_024080	1705	1250.13	82.2788	3.93333
NM_001131064	855	577.427	3.62207	0.374874
NM_001610	2328	2173.63	297.378	8.17617
NM_001111034	1733	1532.05	126.148	4.92078
NM_001111035	1756	1569.66	194.273	7.39662
NM_001111036	1683	1487.25	270.579	10.8727
NM_001611	1599	1374.04	1.78397e-08	7.75915e-10
NM_016361	1933	1700.05	138	4.85115
NM_001099	3344	2759.35	0	0
NM_001134194	1952	1544.08	1.6506	0.0638847
NM_001292037	3245	2665.12	40.941	0.918055
NM_033068	1472	1347	10	0.443669
NM_001097	1495	1278.29	0	0
NM_032489	2011	1764.46	21	0.711269
NM_052957	3303	2967.07	73	1.47035
NM_001612	1300	917.604	0	0
NM_020069	1243	860.6	0	0
NM_020107	1135	759.965	0	0
NM_020108	1090	715.612	4	0.334048
NM_001199377	3093	2947.34	9.98882	0.20254
NM_015162	3105	2963.31	0.0111817	0.000225505
NM_001289177	2914	2486.54	0	0
NM_001289178	2860	2430.72	0	0
NM_001289179	2821	2386.38	0	0
NM_001289180	2624	2215.04	12	0.323762
NM_030924	2905	2476.56	0	0
NM_001288968	2445	2224.05	12.0713	0.324367
NM_001288969	2331	2103.55	0	0
NM_001288970	2241	2003.22	0	0
NM_001288971	2045	1797.25	9.12053	0.303277
NM_001288972	2287	2025.21	0	0
NM_025149	2370	2143.69	226.987	6.32797
NR_110232	1003	690.451	9.82167	0.850118
NM_001127214	3703	3808.68	61.9519	0.97209
NM_001243279	3876	4011.63	452.915	6.74718
NM_001284316	3013	2989.62	12.1024	0.241927
NM_174917	3872	4007.32	105.614	1.57505
NR_045667	2621	2404.29	0	0
NR_104293	3929	4067.96	144.417	2.12162
NM_001286708	3884	3413.93	976.773	17.0988
NM_001286710	4046	3579.79	77.8768	1.3001
NM_001286711	3881	3449.4	0.0054826	9.49881e-05
NM_001286712	4229	3744.47	19.4087	0.309766
NM_001995	3983	3548.34	1344.94	22.6518
NM_004457	4486	3650.55	328.238	5.3735
NM_203372	4379	3541.98	786.762	13.2747
NM_004458	5148	4180.12	2461.88	35.1969
NM_022977	5460	4448.61	383.121	5.1468
NM_016234	3479	2947.86	1362.77	27.6276
NM_203379	3340	2783.35	325.94	6.99837
NM_203380	3506	2960.9	127.289	2.56919
NM_001009185	6663	5747.77	0	0
NM_001205247	6558	5613.87	0	0
NM_001205248	6650	5728.85	0	0
NM_001205250	6660	5737.19	0	0
NM_001205251	6425	5467.76	18.9258	0.206857
NM_015256	6663	5747.29	0	0
NM_052956	2176	1959.29	0	0
NM_001010845	3089	2710.09	2	0.0441035
NM_001105069	2531	2314.29	0	0
NM_182617	2566	2349.29	0	0
NM_005622	2258	1766.7	391.338	13.2378
NM_202000	1694	1270.88	25.8176	1.21406
NM_001080454	1868	1534.96	2	0.0778683
NM_017888	2544	2327.29	0	0
NM_001252675	3801	3659.92	0	0
NM_001252676	3634	3432.53	195.409	3.40218
NM_001252677	2563	2372.69	0	0
NM_032501	3807	3666.96	1423.59	23.201
NM_001076552	3143	2877.35	0	0
NM_001242393	2980	2643.96	41.2074	0.931421
NM_018677	3104	2836.09	132.793	2.79821
NM_024560	3158	2644.05	3.25821	0.0736439
NM_001100	1617	1455.8	7.665	0.314657
NM_001141945	1883	1652.73	236.308	8.54482
NM_001613	1524	1198.12	305.692	15.2479
NM_001101	1937	1707.05	389996	13653.4
NM_001017992	2919	2275.13	1	0.0262676
NM_005159	3818	3238.46	3	0.0553618
NM_001199954	2230	2075.22	936.181	26.9602
NM_001614	2111	1912.42	130121	4066.21
NR_037688	1962	1772.44	93.8502	3.1644
NR_024438	2108	1699.81	3.00005	0.105476
NM_001199893	1327	1005.74	1.97344	0.117264
NM_001615	1456	1133.37	0.0298868	0.00157592
NM_001024675	2153	2234.86	41	1.09638
NM_004301	1983	1495.3	923.84	36.923
NM_177989	1839	1339.57	658.512	29.3782
NM_178042	2031	1557.2	8.64824	0.331902
NM_016188	1656	1439.29	0	0
NM_006687	1653	1436.29	0	0
NM_006686	1532	1315.29	0	0
NM_030812	1986	1773.74	1	0.0336928
NM_178525	1559	1342.29	0	0
NM_001102	3850	3790.84	853	13.4475
NM_001130004	3916	3800.24	0	0
NM_001130005	3835	3712.77	0	0
NR_073422	724	507.29	0	0
NM_001103	5038	4821.29	0	0
NM_001278343	5038	4821.29	0	0
NM_001278344	5235	5018.29	0	0
NM_001104	3064	3057.86	1	0.0195438
NM_001258371	3212	3164.71	0	0
NR_047663	3064	3057.86	1	0.0195438
NM_004924	4079	4186.95	5106.97	72.8942
NM_018477	2566	1988.07	592.855	17.8215
NM_005736	2998	2771.29	2132	45.976
NM_005735	2383	2251.88	1460	38.7467
NM_001005386	4062	3265.65	0	0
NM_005722	4047	3254.29	11452	210.306
NM_001277140	5616	4417.23	1.06787e-08	1.44476e-10
NM_005721	5825	4674.14	11786.1	150.693
NR_102318	5700	4568.52	12.9338	0.16919
NM_001040135	2132	1759.62	23.8636	0.810483
NM_020445	2342	1995.45	145.423	4.35529
NR_073000	2286	1945.39	39.0796	1.20052
NR_073001	2217	1887.24	11.6472	0.368827
NR_027714	1463	1246.29	0	0
NR_045000	1770	1553.29	0	0
NM_001164458	1406	1047.04	43.987	2.51067
NM_001164459	1344	952.192	0	0
NM_024855	2604	2356.2	287	7.27941
NM_022496	2590	2050.33	94.6118	2.75771
NR_048568	2041	1471.1	101.718	4.1322
NR_048569	1913	1337.14	413.673	18.4888
NM_022899	3753	3211.97	832	15.4803
NM_138289	1567	1350.29	0	0
NM_080431	1547	1330.29	0	0
NM_032487	2128	1801.28	14	0.464486
NM_001105	3170	2685.39	0	0
NM_001111067	2989	2510.55	16	0.380871
NM_004302	4689	4485.56	2.55559e-08	3.40488e-10
NM_020327	4641	4408.14	53	0.718534
NM_020328	4812	4561.46	0	0
NM_001111031	8886	7274.55	0	0
NM_001111032	8761	7109.65	0	0
NM_001111033	8530	6884.78	6	0.052082
NM_145259	9001	7435.34	0	0
NM_001278579	5489	4527.81	0	0
NM_001278580	5292	4313.97	0	0
NM_001616	5378	4319.48	27.105	0.375012
NM_001106	11498	10468.8	114.115	0.651439
NR_028389	2642	2238.58	11.4176	0.30481
NM_000020	4388	4322.22	0	0
NM_001077401	4251	4197.72	23.5427	0.335174
NM_000666	1803	1620.95	349.521	12.8864
NM_001198895	1798	1585.64	0	0
NM_001198896	1587	1362.81	0	0
NM_001198897	1608	1383.95	0	0
NM_001198898	1698	1475.66	0	0
NM_080658	1425	1220.96	131	6.41204
NM_001107	732	345.328	181.135	31.3471
NM_203488	811	420.588	88.8651	12.627
NM_138448	1347	961.351	105	6.52731
NM_000022	1657	1413.98	1805	76.289
NM_001159285	2030	1813.29	0	0
NM_001159295	2127	1910.29	0	0
NM_139243	2141	1924.29	0	0
NM_001145400	2183	2221.45	2	0.0538046
NM_139174	2429	2423.75	0	0
NM_001012969	2060	1639	110.974	4.04638
NM_001159280	4614	3978.99	203.162	3.05138
NM_001110	5159	4282.14	1747	24.3814
NM_002390	4527	4637.69	3	0.0386586
NM_001288973	8153	7936.29	0	0
NM_001288974	3542	3426.2	0.0419335	0.000731434
NM_001288975	3536	3417.93	0.900702	0.0157487
NM_003474	8162	7945.29	0	0
NM_021641	3545	3425.16	0.0573647	0.0010009
NM_001261464	2989	2952.84	0	0
NM_001261465	2961	2866.03	0	0
NM_001261466	2351	2216.55	7.59054	0.204655
NM_003815	2959	2922.16	176.334	3.60628
NM_207191	2889	2782.23	0	0
NM_207194	3034	3011.52	176.084	3.4943
NM_207195	3031	3014.82	27.5643	0.546401
NM_207196	3103	3100.55	0.170358	0.0032836
NM_207197	3106	3104.25	0.0386555	0.000744186
NR_048577	3245	3255.2	131.556	2.41524
NR_048578	3248	3258.9	32.0857	0.588392
NR_048579	3173	3169.47	4.5762	0.086287
NM_003183	3678	3124.55	574.963	10.9971
NM_001190956	1571	1354.29	0	0
NM_014237	2524	1864.53	6	0.192313
NM_033274	6654	6603.57	1423	12.8781
NR_036636	2965	2466.82	90	2.18038
NM_001278113	2739	2084.32	0	0
NM_001278114	2607	1948.25	1	0.0306748
NM_001464	2796	2129.7	0	0
NM_003814	2917	2317.38	1	0.0257887
NR_037933	3161	2599.42	17	0.39084
NM_003813	2789	2258.79	7	0.185204
NR_003951	2174	1957.29	0	0
NM_004194	3005	2594.12	3.5215	0.0811268
NM_016351	9351	8068.16	318.206	2.357
NM_021721	2897	2489.7	28.9284	0.694392
NM_021722	9438	8132.73	86.8286	0.638047
NM_021723	9459	8172.58	18.5158	0.135397
NM_003812	6350	5605.81	1	0.0106608
NM_014265	3345	3128.29	0	0
NM_021777	2233	2016.29	0	0
NM_001130703	3369	3152.29	0	0
NM_001130704	3344	3127.29	0	0
NM_001130705	3263	3046.29	0	0
NM_001278125	3511	3294.29	0	0
NM_001278126	3504	3287.29	0	0
NM_001278127	3074	2857.29	0	0
NM_014269	3450	3233.29	0	0
NM_021794	3117	2900.29	0	0
NM_145004	2852	2635.29	0	0
NM_001282447	3681	3868.87	0	0
NM_025220	3684	3873.31	0	0
NM_153202	3606	3778.87	7.09933	0.112275
NR_001569	2550	2333.29	0	0
NR_024106	2645	2428.29	0	0
NR_024107	2796	2579.29	0	0
NR_073423	2893	2676.29	0	0
NR_001448	1830	1613.29	0	0
NR_002224	1968	1751.29	0	0
NM_003817	3521	3304.29	0	0
NM_001109	3426	3611.58	1985.74	32.8589
NM_001164489	3259	3412.54	53.551	0.937815
NM_001164490	3153	3291.68	44.705	0.811642
NM_003816	4223	3394.73	608.698	10.7158
NR_027638	4081	3267.33	15.366	0.281057
NR_027639	4036	3260.29	0	0
NR_027878	4117	3303.33	17.9362	0.324493
NM_001145271	2563	2011.16	0	0
NM_001145272	2354	2137.29	0	0
NM_014479	2473	1919.74	2	0.0622609
NM_006988	4776	4559.29	0	0
NM_001282352	2585	2700.5	0.434928	0.00962499
NM_030957	4396	4806.1	4.56507	0.0567652
NM_030955	5079	4882.08	38	0.465163
NM_139025	5076	5375.69	0	0
NM_139026	4815	5170.71	43.875	0.5071
NM_139027	4908	5294.66	0	0
NR_024514	3114	3138.38	9.125	0.173762
NM_080722	5383	5628.35	0.827774	0.00878936
NM_139155	5392	5635.05	0.172226	0.00182654
NM_139055	5801	5584.29	0	0
NM_139056	5099	4998.69	8	0.0956445
NM_139057	6456	6697	11.2483	0.100377
NM_199355	6038	5714.08	2	0.0209175
NM_133638	5214	4997.29	0	0
NM_014244	6879	6662.29	0	0
NM_021599	2172	2184.13	10.0101	0.273897
NM_025003	5858	5030.08	1	0.011881
NM_014243	5947	5730.29	0	0
NM_005099	4457	4478.21	25.3613	0.338449
NM_007038	9788	9571.29	0	0
NM_197941	7393	6437.36	32	0.297077
NM_014272	5615	6242.87	29	0.277613
NR_045529	5108	5439.9	0.679599	0.00746601
NR_045529_1	5108	5443.39	0.320401	0.00351764
NM_007037	3788	3571.29	0	0
NM_182920	7437	7220.29	0	0
NR_038264	2353	2136.29	0	0
NM_001040272	7967	8082.56	1	0.00739397
NM_052866	2005	1788.29	0	0
NM_001145320	4193	4512.48	14.6045	0.193418
NM_014694	3851	4160.18	1.84267	0.0264705
NM_207517	7460	7243.29	0	0
NM_001288607	4262	4447.84	4	0.053745
NM_001288608	4448	4562.58	0	0
NM_019032	4379	4482.19	0	0
NM_025008	3072	3086.59	0	0
NR_104133	1161	839.297	28.6162	2.03762
NM_213604	2982	3019.51	18.2267	0.360743
NM_001284308	2304	2289.93	0	0
